比赛索引号,主场队伍,客场队伍,比赛时间,比分,主场排名,客场排名,公司名,初盘_赔率_主,初盘_赔率_和,初盘_赔率_客,初盘_胜率_主,初盘_胜率_和,初盘_胜率_客,初盘_返还率,即盘_赔率_主,即盘_赔率_和,即盘_赔率_客,即盘_胜率_主,即盘_胜率_和,即盘_胜率_客,即盘_返还率,凯利指数_主,凯利指数_和,凯利指数_客
404617,韋根,黑池,2010-08-14 22:00,0-4,17,20,威廉希尔,1.73,3.2,4.33,51.54,27.86,20.59,89.16,1.75,3.75,4.5,53.89,25.15,20.96,94.31,0.91,1.01,0.95
404617,韋根,黑池,2010-08-14 22:00,0-4,17,20,伟德,1.83,3.4,4.33,51.0,27.45,21.55,93.33,1.8,3.6,4.75,53.22,26.61,20.17,95.8,0.94,0.97,1.0
404619,車路士,西布朗,2010-08-15 00:30,6-0,6,1,bet 365,1.16,7.0,17.0,81.04,13.43,5.53,94.01,1.16,7.0,17.0,81.04,13.43,5.53,94.01,0.94,0.98,1.02
404619,車路士,西布朗,2010-08-15 00:30,6-0,6,1,立博,1.14,7.5,19.0,82.51,12.54,4.95,94.06,1.14,7.5,19.0,82.51,12.54,4.95,94.06,0.92,1.05,1.14
404619,車路士,西布朗,2010-08-15 00:30,6-0,6,1,威廉希尔,1.12,6.0,15.0,79.28,14.8,5.92,88.79,1.17,6.5,19,80.54,14.5,4.96,94.23,0.95,0.91,1.14
404619,車路士,西布朗,2010-08-15 00:30,6-0,6,1,伟德,1.16,6.5,15.0,79.63,14.21,6.16,92.37,1.18,7,19,81.26,13.7,5.05,95.89,0.96,0.98,1.14
404620,利物浦,阿仙奴,2010-08-15 23:00,1-1,14,15,bet 365,2.5,3.25,2.87,37.87,29.13,32.99,94.67,2.25,3.3,3.25,42.12,28.72,29.16,94.77,0.9,0.96,1.01
404620,利物浦,阿仙奴,2010-08-15 23:00,1-1,14,15,立博,2.4,3.3,2.87,39.01,28.37,32.62,93.62,2.25,3.25,3.2,41.75,28.9,29.35,93.94,0.9,0.94,0.99
404620,利物浦,阿仙奴,2010-08-15 23:00,1-1,14,15,威廉希尔,2.37,3.1,2.62,37.47,28.64,33.89,88.8,2.25,3.3,3.2,41.93,28.59,29.48,94.34,0.9,0.96,0.99
404620,利物浦,阿仙奴,2010-08-15 23:00,1-1,14,15,伟德,2.5,3.12,2.75,36.9,29.56,33.54,92.25,2.3,3.25,3.4,41.94,29.68,28.37,96.46,0.92,0.94,1.05
404621,曼聯,紐卡素,2010-08-17 03:00,3-0,12,13,bet 365,1.28,5.5,11.0,74.12,17.25,8.63,94.87,1.2,6.5,15,79.08,14.6,6.33,94.9,0.92,1.04,1.05
404621,曼聯,紐卡素,2010-08-17 03:00,3-0,12,13,立博,1.25,5.5,12.0,75.11,17.07,7.82,93.89,1.22,6,13,77.09,15.68,7.23,94.05,0.94,0.96,0.91
404621,曼聯,紐卡素,2010-08-17 03:00,3-0,12,13,威廉希尔,1.2,5.0,11.0,74.12,17.79,8.09,88.94,1.22,6,12,76.63,15.58,7.79,93.49,0.94,0.96,0.84
404621,曼聯,紐卡素,2010-08-17 03:00,3-0,12,13,伟德,1.25,5.5,11.0,74.58,16.95,8.47,93.23,1.22,6.5,13,78.03,14.65,7.32,95.2,0.94,1.04,0.91
404631,史篤城,熱刺,2010-08-21 22:00,1-2,15,13,bet 365,3.2,3.2,2.2,28.95,28.95,42.11,92.64,3.25,3.3,2.25,29.16,28.72,42.12,94.77,0.49,1.09,1.17
404631,史篤城,熱刺,2010-08-21 22:00,1-2,15,13,立博,3.6,3.25,2.1,26.16,28.98,44.85,94.18,3.2,3.25,2.25,29.35,28.9,41.75,93.92,0.48,1.07,1.17
404631,史篤城,熱刺,2010-08-21 22:00,1-2,15,13,威廉希尔,3.4,3.2,1.95,26.27,27.92,45.81,89.32,3.5,3.2,2.15,26.87,29.39,43.74,94.05,0.53,1.06,1.12
404631,史篤城,熱刺,2010-08-21 22:00,1-2,15,13,伟德,3.1,3.3,2.2,29.86,28.05,42.08,92.57,3,3.3,2.37,31.5,28.63,39.87,94.5,0.45,1.09,1.23
404626,伯明翰,布力般流浪,2010-08-21 22:00,2-1,8,6,bet 365,2.25,3.3,3.0,41.12,28.04,30.84,92.52,2.3,3.2,3.3,41.4,29.75,28.85,95.22,0.94,0.99,0.92
404626,伯明翰,布力般流浪,2010-08-21 22:00,2-1,8,6,立博,2.2,3.3,3.3,42.86,28.57,28.57,94.29,2.2,3.3,3.3,42.86,28.57,28.57,94.29,0.9,1.02,0.92
404626,伯明翰,布力般流浪,2010-08-21 22:00,2-1,8,6,威廉希尔,2.2,3.1,2.87,40.38,28.66,30.96,88.84,2.25,3.2,3.3,41.93,29.48,28.59,94.34,0.92,0.99,0.92
404626,伯明翰,布力般流浪,2010-08-21 22:00,2-1,8,6,伟德,2.25,3.2,3.1,41.17,28.95,29.88,92.63,2.4,3.12,3.25,39.88,30.67,29.45,95.71,0.98,0.97,0.91
404633,韋斯咸,保頓,2010-08-21 22:00,1-3,17,12,bet 365,2.0,3.4,3.5,46.3,27.24,26.46,92.6,2.2,3.25,3.4,43.03,29.13,27.84,94.67,0.66,1.07,1.22
404633,韋斯咸,保頓,2010-08-21 22:00,1-3,17,12,立博,2.1,3.25,3.6,44.85,28.98,26.16,94.18,2.2,3.25,3.25,42.48,28.76,28.76,93.46,0.66,1.07,1.17
404633,韋斯咸,保頓,2010-08-21 22:00,1-3,17,12,威廉希尔,2.15,3.2,2.9,41.44,27.84,30.72,89.1,2.25,3.2,3.3,41.93,29.48,28.59,94.34,0.68,1.06,1.19
404633,韋斯咸,保頓,2010-08-21 22:00,1-3,17,12,伟德,2.05,3.3,3.4,44.96,27.93,27.11,92.17,2.3,3.3,3.1,41,28.58,30.42,94.3,0.69,1.09,1.12
404632,西布朗,新特蘭,2010-08-21 22:00,1-0,20,7,bet 365,2.5,3.2,2.75,37.17,29.04,33.79,92.92,2.1,3.25,3.75,45.33,29.29,25.38,95.19,0.88,0.94,1.09
404632,西布朗,新特蘭,2010-08-21 22:00,1-0,20,7,立博,2.6,3.2,2.75,36.26,29.46,34.28,94.28,2.2,3.2,3.3,42.48,29.2,28.32,93.46,0.92,0.93,0.96
404632,西布朗,新特蘭,2010-08-21 22:00,1-0,20,7,威廉希尔,2.3,3.2,2.62,38.51,27.68,33.81,88.57,2.1,3.3,3.5,44.72,28.46,26.83,93.91,0.88,0.96,1.02
404632,西布朗,新特蘭,2010-08-21 22:00,1-0,20,7,伟德,2.5,3.2,2.75,37.17,29.04,33.79,92.92,2.15,3.5,3.25,43.94,26.99,29.07,94.47,0.9,1.02,0.94
404625,阿仙奴,黑池,2010-08-21 22:00,6-0,9,2,bet 365,1.2,6.5,11.0,77.3,14.27,8.43,92.76,1.14,7.5,21,82.9,12.6,4.5,94.51,0.92,0.98,1.26
404625,阿仙奴,黑池,2010-08-21 22:00,6-0,9,2,立博,1.16,7.0,15.0,80.45,13.33,6.22,93.32,1.14,7.5,17,82.03,12.47,5.5,93.51,0.92,0.98,1.02
404625,阿仙奴,黑池,2010-08-21 22:00,6-0,9,2,威廉希尔,1.12,6.0,15.0,79.28,14.8,5.92,88.79,1.14,7.5,17,82.03,12.47,5.5,93.51,0.92,0.98,1.02
404625,阿仙奴,黑池,2010-08-21 22:00,6-0,9,2,伟德,1.22,5.25,13.0,75.4,17.52,7.08,91.99,1.14,8,21,83.56,11.91,4.54,95.26,0.92,1.04,1.26
404627,愛華頓,狼隊,2010-08-21 22:00,1-1,16,5,bet 365,1.53,3.8,6.0,60.33,24.29,15.38,92.3,1.44,4.2,8,65.67,22.51,11.82,94.56,0.89,1.09,0.96
404627,愛華頓,狼隊,2010-08-21 22:00,1-1,16,5,立博,1.57,3.6,6.5,59.61,26.0,14.4,93.59,1.5,4,7,62.92,23.6,13.48,94.38,0.93,1.04,0.84
404627,愛華頓,狼隊,2010-08-21 22:00,1-1,16,5,威廉希尔,1.44,3.6,6.5,61.67,24.67,13.66,88.8,1.44,4,8,64.94,23.38,11.69,93.51,0.89,1.04,0.96
404627,愛華頓,狼隊,2010-08-21 22:00,1-1,16,5,伟德,1.53,4.0,5.5,60.22,23.03,16.75,92.14,1.44,4.2,8,65.67,22.51,11.82,94.56,0.89,1.09,0.96
404634,韋根,車路士,2010-08-22 00:15,0-6,19,1,bet 365,11.0,6.0,1.22,8.44,15.47,76.09,92.84,13,5.5,1.25,7.27,17.17,75.56,94.51,0.78,0.88,0.98
404634,韋根,車路士,2010-08-22 00:15,0-6,19,1,立博,12.0,5.5,1.25,7.82,17.07,75.11,93.84,12,6,1.22,7.79,15.58,76.63,93.48,0.72,0.96,0.95
404634,韋根,車路士,2010-08-22 00:15,0-6,19,1,威廉希尔,11.0,5.0,1.2,8.09,17.79,74.12,88.99,12,5.5,1.25,7.82,17.07,75.11,93.84,0.72,0.88,0.98
404634,韋根,車路士,2010-08-22 00:15,0-6,19,1,伟德,15.0,5.0,1.22,6.14,18.41,75.45,92.1,15,5.5,1.25,6.36,17.34,76.3,95.4,0.9,0.88,0.98
404630,紐卡素,阿士東維拉,2010-08-22 20:30,6-0,18,7,bet 365,2.87,3.25,2.37,32.32,28.54,39.14,92.76,2.6,3.25,2.75,36.42,29.14,34.44,94.69,0.94,0.98,0.96
404630,紐卡素,阿士東維拉,2010-08-22 20:30,6-0,18,7,立博,2.8,3.4,2.4,33.44,27.54,39.02,93.63,2.75,3.4,2.37,33.68,27.24,39.08,92.62,0.99,1.02,0.83
404630,紐卡素,阿士東維拉,2010-08-22 20:30,6-0,18,7,威廉希尔,2.62,3.2,2.3,33.81,27.68,38.51,88.58,2.62,3.2,2.7,35.85,29.36,34.79,93.93,0.94,0.96,0.95
404630,紐卡素,阿士東維拉,2010-08-22 20:30,6-0,18,7,伟德,2.87,3.12,2.4,32.1,29.52,38.38,92.13,2.62,3.25,2.75,36.25,29.22,34.53,94.97,0.94,0.98,0.96
404628,富咸,曼聯,2010-08-22 23:00,2-2,14,8,bet 365,5.5,3.6,1.61,16.82,25.7,57.47,92.51,6.5,3.75,1.57,14.55,25.22,60.23,94.58,0.72,1.09,0.96
404628,富咸,曼聯,2010-08-22 23:00,2-2,14,8,立博,5.5,3.75,1.61,17.0,24.93,58.07,93.5,6,3.75,1.57,15.57,24.92,59.51,93.42,0.66,1.09,0.96
404628,富咸,曼聯,2010-08-22 23:00,2-2,14,8,威廉希尔,5.0,3.5,1.57,17.81,25.45,56.74,89.05,6,3.75,1.57,15.57,24.92,59.51,93.42,0.66,1.09,0.96
404628,富咸,曼聯,2010-08-22 23:00,2-2,14,8,伟德,5.25,3.4,1.66,17.52,27.06,55.42,91.98,6.5,3.8,1.53,14.37,24.58,61.05,93.4,0.72,1.1,0.93
404629,曼城,利物浦,2010-08-24 03:00,3-0,15,14,bet 365,2.37,3.25,2.87,39.14,28.54,32.32,92.76,2.37,3.2,3.1,39.92,29.56,30.52,94.61,0.92,0.96,0.96
404629,曼城,利物浦,2010-08-24 03:00,3-0,15,14,立博,2.37,3.25,3.0,39.69,28.95,31.36,94.07,2.37,3.25,3.0,39.69,28.95,31.36,94.07,0.92,0.98,0.93
404629,曼城,利物浦,2010-08-24 03:00,3-0,15,14,威廉希尔,2.2,3.2,2.8,40.43,27.8,31.77,88.95,2.4,3.1,3.1,39.24,30.38,30.38,94.18,0.94,0.93,0.96
404629,曼城,利物浦,2010-08-24 03:00,3-0,15,14,伟德,2.25,3.2,3.1,41.17,28.95,29.88,92.63,2.2,3.25,3.3,42.67,28.88,28.45,93.87,0.86,0.98,1.02
404636,布力般流浪,阿仙奴,2010-08-28 19:45,1-2,10,2,bet 365,5.5,4.0,1.61,17.27,23.74,58.99,94.99,5,3.6,1.72,18.88,26.23,54.89,94.4,0.85,0.94,0.98
404636,布力般流浪,阿仙奴,2010-08-28 19:45,1-2,10,2,立博,6.0,3.75,1.57,15.57,24.92,59.51,93.42,5,3.75,1.66,18.71,24.94,56.35,93.55,0.85,0.98,0.95
404636,布力般流浪,阿仙奴,2010-08-28 19:45,1-2,10,2,威廉希尔,6.0,3.8,1.57,15.62,24.67,59.71,93.72,5,3.5,1.7,18.62,26.6,54.77,93.1,0.85,0.91,0.97
404636,布力般流浪,阿仙奴,2010-08-28 19:45,1-2,10,2,伟德,5.5,3.8,1.57,16.81,24.32,58.87,92.45,5.25,3.6,1.72,18.15,26.46,55.39,95.29,0.89,0.94,0.98
404644,狼隊,紐卡素,2010-08-28 22:00,1-1,7,9,bet 365,2.2,3.25,3.0,41.49,28.09,30.43,91.28,2.5,3.25,2.9,38,29.23,32.76,95,0.95,0.94,0.93
404644,狼隊,紐卡素,2010-08-28 22:00,1-1,7,9,立博,2.25,3.2,2.75,39.66,27.89,32.45,89.23,2.37,3.25,3,39.69,28.95,31.36,94.07,0.9,0.94,0.96
404644,狼隊,紐卡素,2010-08-28 22:00,1-1,7,9,威廉希尔,2.3,3.2,2.62,38.51,27.68,33.81,88.57,2.4,3.25,2.9,38.97,28.78,32.25,93.53,0.91,0.94,0.93
404644,狼隊,紐卡素,2010-08-28 22:00,1-1,7,9,伟德,2.3,3.25,3.0,40.41,28.6,30.98,92.94,2.5,3.2,3,38.25,29.88,31.87,95.62,0.95,0.93,0.96
404637,黑池,富咸,2010-08-28 22:00,2-2,11,14,bet 365,3.1,3.4,2.3,30.68,27.97,41.35,95.11,3.2,3.3,2.3,29.75,28.85,41.4,95.2,0.99,0.96,0.92
404637,黑池,富咸,2010-08-28 22:00,2-2,11,14,立博,3.1,3.25,2.3,30.29,28.89,40.82,93.9,3.1,3.25,2.3,30.29,28.89,40.82,93.9,0.96,0.94,0.92
404637,黑池,富咸,2010-08-28 22:00,2-2,11,14,威廉希尔,3.2,3.2,2.3,29.49,29.49,41.03,94.37,3.1,3.25,2.3,30.29,28.89,40.82,93.9,0.96,0.94,0.92
404637,黑池,富咸,2010-08-28 22:00,2-2,11,14,伟德,3.0,3.2,2.3,30.85,28.92,40.23,92.55,3.1,3.3,2.4,30.95,29.07,39.98,95.94,0.96,0.96,0.96
404639,車路士,史篤城,2010-08-28 22:00,2-0,1,18,立博,1.11,8.0,23.0,84.25,11.69,4.07,93.52,1.11,8.0,23.0,84.25,11.69,4.07,93.52,0.93,0.96,0.92
404639,車路士,史篤城,2010-08-28 22:00,2-0,1,18,威廉希尔,1.1,9.5,21.0,85.6,9.91,4.48,94.16,1.11,8,26,84.64,11.74,3.61,93.95,0.93,0.96,1.04
404639,車路士,史篤城,2010-08-28 22:00,2-0,1,18,伟德,1.11,9.0,23.0,85.35,10.53,4.12,94.74,1.12,8.5,23,84.71,11.16,4.13,94.88,0.94,1.02,0.92
404643,熱刺,韋根,2010-08-28 22:00,0-1,8,20,bet 365,1.22,6.0,15.0,77.84,15.83,6.33,94.96,1.25,5.5,13,75.56,17.17,7.27,94.45,0.94,0.94,1.04
404643,熱刺,韋根,2010-08-28 22:00,0-1,8,20,威廉希尔,1.25,5.5,12.0,75.11,17.07,7.82,93.89,1.25,5.5,12,75.11,17.07,7.82,93.89,0.94,0.94,0.96
404643,熱刺,韋根,2010-08-28 22:00,0-1,8,20,伟德,1.25,6.0,13.0,76.66,15.97,7.37,95.83,1.25,6,13,76.66,15.97,7.37,95.83,0.94,1.02,1.04
404641,曼聯,韋斯咸,2010-08-29 00:30,3-0,3,19,立博,1.14,7.0,15.0,80.72,13.15,6.13,92.02,1.14,7.5,19,82.51,12.54,4.95,94.06,0.93,0.98,0.95
404641,曼聯,韋斯咸,2010-08-29 00:30,3-0,3,19,威廉希尔,1.12,8.0,21.0,83.8,11.73,4.47,93.86,1.15,6.5,21,81.19,14.36,4.45,93.37,0.94,0.85,1.05
404641,曼聯,韋斯咸,2010-08-29 00:30,3-0,3,19,伟德,1.14,7.0,19.0,81.78,13.32,4.91,93.23,1.14,7.5,23,83.22,12.65,4.13,94.87,0.93,0.98,1.15
404638,保頓,伯明翰,2010-08-29 20:30,2-2,7,8,bet 365,2.0,3.3,3.4,45.57,27.62,26.81,91.14,2.1,3.3,3.6,45.05,28.67,26.28,94.6,0.94,0.96,0.97
404638,保頓,伯明翰,2010-08-29 20:30,2-2,7,8,立博,2.0,3.2,3.2,44.44,27.78,27.78,88.88,2.1,3.4,3.4,44.74,27.63,27.63,93.95,0.94,0.99,0.92
404638,保頓,伯明翰,2010-08-29 20:30,2-2,7,8,威廉希尔,2.05,3.2,3.1,43.44,27.83,28.73,89.05,2.1,3.3,3.5,44.72,28.46,26.83,93.91,0.94,0.96,0.95
404638,保頓,伯明翰,2010-08-29 20:30,2-2,7,8,伟德,2.1,3.25,3.4,44.17,28.54,27.28,92.76,2.1,3.3,3.6,45.05,28.67,26.28,94.6,0.94,0.96,0.97
404640,利物浦,西布朗,2010-08-29 22:00,1-0,18,14,bet 365,1.25,5.75,13.0,76.13,16.55,7.32,95.16,1.28,5.5,10,73.49,17.1,9.41,94.07,0.96,0.94,0.8
404640,利物浦,西布朗,2010-08-29 22:00,1-0,18,14,立博,1.22,5.5,13.0,76.01,16.86,7.13,92.73,1.22,5.5,13.0,76.01,16.86,7.13,92.73,0.92,0.94,1.04
404640,利物浦,西布朗,2010-08-29 22:00,1-0,18,14,威廉希尔,1.2,6.0,15.0,78.12,15.63,6.25,93.74,1.25,5.5,13,75.56,17.17,7.27,94.45,0.94,0.94,1.04
404640,利物浦,西布朗,2010-08-29 22:00,1-0,18,14,伟德,1.25,5.5,11.0,74.58,16.95,8.47,93.23,1.28,5,11,72.87,18.65,8.48,93.27,0.96,0.85,0.88
404642,新特蘭,曼城,2010-08-29 22:00,1-0,16,6,bet 365,4.75,3.4,1.83,20.03,27.98,51.99,95.14,4.5,3.6,1.8,21.05,26.32,52.63,94.72,0.95,0.97,0.94
404642,新特蘭,曼城,2010-08-29 22:00,1-0,16,6,立博,4.33,3.5,1.83,21.72,26.88,51.4,94.05,4.5,3.75,1.72,20.76,24.92,54.32,93.42,0.95,1.01,0.89
404642,新特蘭,曼城,2010-08-29 22:00,1-0,16,6,威廉希尔,4.0,3.4,1.91,23.42,27.55,49.04,93.68,5,3.6,1.7,18.76,26.06,55.18,93.8,1.05,0.97,0.88
404642,新特蘭,曼城,2010-08-29 22:00,1-0,16,6,伟德,4.2,3.2,1.85,21.82,28.64,49.54,91.64,4.75,3.6,1.75,19.87,26.21,53.92,94.38,1.0,0.97,0.91
404635,阿士東維拉,愛華頓,2010-08-29 23:00,1-0,13,17,bet 365,2.3,3.2,2.87,39.68,28.52,31.8,91.26,2.6,3.25,2.7,36.19,28.95,34.85,94.09,0.96,0.94,0.92
404635,阿士東維拉,愛華頓,2010-08-29 23:00,1-0,13,17,立博,2.25,3.2,2.75,55.56,22.22,22.22,100.01,2.5,3.3,2.75,37.5,28.41,34.09,93.75,0.93,0.96,0.94
404635,阿士東維拉,愛華頓,2010-08-29 23:00,1-0,13,17,威廉希尔,2.4,3.1,2.6,37.07,28.7,34.22,88.97,2.62,3.2,2.7,35.85,29.36,34.79,93.93,0.97,0.93,0.92
404635,阿士東維拉,愛華頓,2010-08-29 23:00,1-0,13,17,伟德,2.3,3.2,3.0,40.23,28.92,30.85,92.53,2.75,3.2,2.75,34.97,30.05,34.97,96.17,1.02,0.93,0.94
404647,愛華頓,曼聯,2010-09-11 19:45,3-3,18,3,bet 365,4.0,3.4,1.8,22.73,26.75,50.52,90.92,4,3.3,2,23.74,28.78,47.48,94.96,0.92,0.92,0.98
404647,愛華頓,曼聯,2010-09-11 19:45,3-3,18,3,立博,4.0,3.2,1.8,22.36,27.95,49.69,89.44,4,3.4,1.9,23.36,27.48,49.17,93.44,0.92,0.95,0.93
404647,愛華頓,曼聯,2010-09-11 19:45,3-3,18,3,威廉希尔,3.75,3.3,1.8,23.7,26.93,49.37,88.88,4,3.4,1.91,23.42,27.55,49.04,93.68,0.92,0.95,0.94
404647,愛華頓,曼聯,2010-09-11 19:45,3-3,18,3,伟德,4.6,3.3,1.8,20.2,28.16,51.63,92.92,4,3.3,2.05,24.02,29.11,46.87,96.08,0.92,0.92,1.0
404651,西布朗,熱刺,2010-09-11 22:00,1-1,16,11,bet 365,3.75,3.25,1.9,24.23,27.95,47.82,90.86,3.4,3.3,2.2,27.97,28.81,43.22,95.1,0.92,0.92,0.97
404651,西布朗,熱刺,2010-09-11 22:00,1-1,16,11,立博,3.6,3.3,1.83,24.64,26.88,48.48,88.7,3.5,3.3,2.1,26.83,28.46,44.72,93.9,0.95,0.92,0.92
404651,西布朗,熱刺,2010-09-11 22:00,1-1,16,11,威廉希尔,3.5,3.2,1.91,25.47,27.86,46.67,89.14,3.4,3.3,2.15,27.69,28.53,43.79,94.15,0.92,0.92,0.95
404651,西布朗,熱刺,2010-09-11 22:00,1-1,16,11,伟德,3.6,3.25,2.0,25.59,28.35,46.06,92.12,3.2,3.25,2.3,29.62,29.17,41.21,94.78,0.86,0.91,1.01
404652,韋斯咸,車路士,2010-09-11 22:00,1-3,20,1,bet 365,8.5,5.0,1.28,10.71,18.2,71.09,91.04,10,4.5,1.36,9.46,21.01,69.53,94.6,1.0,0.86,0.95
404652,韋斯咸,車路士,2010-09-11 22:00,1-3,20,1,立博,8.0,4.0,1.33,11.09,22.19,66.72,88.72,9,5,1.33,10.45,18.81,70.73,94.05,0.9,0.95,0.93
404652,韋斯咸,車路士,2010-09-11 22:00,1-3,20,1,威廉希尔,8.0,4.33,1.3,11.11,20.53,68.37,88.88,9,5,1.33,10.45,18.81,70.73,94.05,0.9,0.95,0.93
404652,韋斯咸,車路士,2010-09-11 22:00,1-3,20,1,伟德,8.0,4.6,1.36,11.6,20.17,68.23,92.8,11,4.75,1.33,8.63,19.99,71.38,94.93,1.1,0.9,0.93
404649,曼城,布力般流浪,2010-09-11 22:00,1-1,9,15,bet 365,1.28,5.0,8.5,71.09,18.2,10.71,91.0,1.5,4,7,62.92,23.6,13.48,94.38,1.01,0.84,0.77
