比赛索引号,主场队伍,客场队伍,比赛时间,比分,主场排名,客场排名,公司名,初盘_赔率_主,初盘_赔率_和,初盘_赔率_客,初盘_胜率_主,初盘_胜率_和,初盘_胜率_客,初盘_返还率,即盘_赔率_主,即盘_赔率_和,即盘_赔率_客,即盘_胜率_主,即盘_胜率_和,即盘_胜率_客,即盘_返还率,凯利指数_主,凯利指数_和,凯利指数_客
1247650,米德尔斯堡,斯托克城,2016-08-13 22:00,1-1,英冠2,9,立博,2.4,3.3,2.7,38.22,27.8,33.98,91.74,2.25,3.3,3.6,43.35,29.56,27.09,97.54,0.95,0.99,1.0
1247650,米德尔斯堡,斯托克城,2016-08-13 22:00,1-1,英冠2,9,bet 365,2.5,3.25,2.8,37.56,28.9,33.54,93.91,2.25,3.3,3.6,43.35,29.56,27.09,97.54,0.95,0.99,1.0
1247649,曼彻斯特城,桑德兰,2016-08-14 00:30,2-1,4,17,伟德,1.25,6.5,13.0,77.61,14.93,7.46,97.01,1.25,6.5,15,78.39,15.08,6.53,97.99,0.97,1.0,1.12
1247649,曼彻斯特城,桑德兰,2016-08-14 00:30,2-1,4,17,威廉希尔,1.17,7.0,15.0,80.31,13.42,6.26,93.97,1.25,5.5,13,75.56,17.17,7.27,94.45,0.97,0.84,0.97
1247649,曼彻斯特城,桑德兰,2016-08-14 00:30,2-1,4,17,立博,1.33,5.0,8.0,69.82,18.57,11.61,92.86,1.25,6.75,15,78.83,14.6,6.57,98.54,0.97,1.03,1.12
1247649,曼彻斯特城,桑德兰,2016-08-14 00:30,2-1,4,17,bet 365,1.28,5.5,9.5,73.13,17.02,9.85,93.6,1.22,7,15,79.64,13.88,6.48,97.16,0.94,1.07,1.12
1247643,伯恩茅斯,曼彻斯特联,2016-08-14 20:30,1-3,16,5,伟德,4.33,3.6,1.91,22.37,26.91,50.72,96.87,5.25,3.7,1.73,18.34,26.02,55.65,96.27,1.0,0.99,0.94
1247643,伯恩茅斯,曼彻斯特联,2016-08-14 20:30,1-3,16,5,威廉希尔,4.5,3.5,1.8,20.9,26.87,52.24,94.03,5.5,3.1,1.8,17.15,30.43,52.41,94.34,1.05,0.83,0.97
1247643,伯恩茅斯,曼彻斯特联,2016-08-14 20:30,1-3,16,5,立博,3.8,3.7,1.8,24.17,24.82,51.02,91.83,5.5,3.7,1.75,17.76,26.41,55.83,97.7,1.05,0.99,0.95
1247643,伯恩茅斯,曼彻斯特联,2016-08-14 20:30,1-3,16,5,bet 365,4.33,3.6,1.8,21.7,26.1,52.2,93.96,5.5,3.7,1.75,17.76,26.41,55.83,97.7,1.05,0.99,0.95
1247642,阿森纳,利物浦,2016-08-14 23:00,3-4,2,8,伟德,2.1,3.6,3.7,46.49,27.12,26.39,97.63,2.4,3.5,3.1,40.65,27.88,31.47,97.56,0.92,0.99,1.04
1247642,阿森纳,利物浦,2016-08-14 23:00,3-4,2,8,威廉希尔,2.1,3.4,3.4,44.74,27.63,27.63,93.95,2.75,3,2.75,34.29,31.43,34.29,94.29,1.05,0.84,0.92
1247642,阿森纳,利物浦,2016-08-14 23:00,3-4,2,8,立博,1.95,3.6,3.3,46.89,25.4,27.71,91.44,2.75,3.4,2.7,35.37,28.61,36.02,97.26,1.05,0.96,0.91
1247642,阿森纳,利物浦,2016-08-14 23:00,3-4,2,8,bet 365,2.0,3.4,3.75,47.13,27.73,25.14,94.27,2.7,3.4,2.75,36.02,28.61,35.37,97.26,1.03,0.96,0.92
1247645,切尔西,西汉姆联,2016-08-16 03:00,2-1,10,7,伟德,1.6,4.0,6.5,60.75,24.3,14.95,97.2,1.55,4.4,6.5,62.86,22.15,14.99,97.44,0.96,1.01,0.98
1247645,切尔西,西汉姆联,2016-08-16 03:00,2-1,10,7,威廉希尔,1.5,4.33,6.0,62.64,21.7,15.66,93.96,1.53,4,6.5,61.81,23.64,14.55,94.57,0.95,0.92,0.98
1247645,切尔西,西汉姆联,2016-08-16 03:00,2-1,10,7,立博,1.62,4.0,4.5,56.66,22.95,20.4,91.78,1.5,4.6,7,64.92,21.17,13.91,97.38,0.93,1.06,1.05
1247645,切尔西,西汉姆联,2016-08-16 03:00,2-1,10,7,bet 365,1.61,3.8,5.5,58.26,24.68,17.05,93.8,1.53,4.33,7,63.62,22.48,13.9,97.33,0.95,1.0,1.05
1247669,曼彻斯特联,南安普敦,2016-08-20 03:00,2-0,1,11,伟德,1.45,4.33,8.0,65.96,22.09,11.95,95.64,1.5,4.3,8,65.09,22.71,12.2,97.63,0.96,0.98,1.06
1247669,曼彻斯特联,南安普敦,2016-08-20 03:00,2-0,1,11,威廉希尔,1.44,4.0,6.5,63.23,22.76,14.01,91.05,1.53,4,6.5,61.81,23.64,14.55,94.57,0.98,0.91,0.86
1247669,曼彻斯特联,南安普敦,2016-08-20 03:00,2-0,1,11,立博,1.5,4.0,7.0,62.92,23.6,13.48,94.38,1.53,4.2,7.5,63.76,23.23,13.01,97.56,0.98,0.95,1.0
1247669,曼彻斯特联,南安普敦,2016-08-20 03:00,2-0,1,11,bet 365,1.5,4.0,7.0,62.92,23.6,13.48,94.38,1.53,4.2,7.5,63.76,23.23,13.01,97.56,0.98,0.95,1.0
1247670,斯托克城,曼彻斯特城,2016-08-20 19:30,1-4,12,3,伟德,5.2,3.75,1.75,18.66,25.88,55.46,97.05,6.25,4.2,1.6,15.64,23.27,61.09,97.74,1.02,0.99,0.96
1247670,斯托克城,曼彻斯特城,2016-08-20 19:30,1-4,12,3,威廉希尔,5.0,3.4,1.67,18.3,26.91,54.79,91.5,5.5,4,1.6,17.2,23.66,59.14,94.62,0.9,0.94,0.96
1247670,斯托克城,曼彻斯特城,2016-08-20 19:30,1-4,12,3,立博,4.75,3.75,1.7,19.76,25.03,55.21,93.86,6.5,4.2,1.6,15.13,23.41,61.46,98.33,1.06,0.99,0.96
1247670,斯托克城,曼彻斯特城,2016-08-20 19:30,1-4,12,3,bet 365,4.75,3.6,1.72,19.68,25.97,54.35,93.48,6.5,4.2,1.57,14.95,23.14,61.91,97.19,1.06,0.99,0.94
1247929,伯恩利,利物浦,2016-08-20 22:00,2-0,19,2,伟德,4.6,3.5,1.9,21.12,27.75,51.13,97.14,7,4.2,1.55,13.92,23.2,62.87,97.46,1.06,0.98,0.95
1247929,伯恩利,利物浦,2016-08-20 22:00,2-0,19,2,威廉希尔,4.33,3.5,1.73,21.1,26.1,52.8,91.35,7,3.75,1.55,13.55,25.28,61.17,94.82,1.06,0.88,0.95
1247929,伯恩利,利物浦,2016-08-20 22:00,2-0,19,2,立博,4.0,3.5,1.85,23.23,26.55,50.22,92.91,7,4.4,1.53,13.95,22.2,63.84,97.68,1.06,1.03,0.94
1247929,伯恩利,利物浦,2016-08-20 22:00,2-0,19,2,bet 365,4.0,3.4,1.9,23.36,27.48,49.17,93.42,7,4.33,1.53,13.9,22.48,63.62,97.33,1.06,1.01,0.94
1247674,沃特福德,切尔西,2016-08-20 22:00,1-2,11,4,伟德,5.0,3.6,1.8,19.35,26.88,53.76,96.77,6.25,3.75,1.67,15.6,26,58.39,97.52,1.06,0.96,0.96
1247674,沃特福德,切尔西,2016-08-20 22:00,1-2,11,4,威廉希尔,4.0,3.4,1.8,22.73,26.75,50.52,90.94,6,3.5,1.67,15.86,27.18,56.96,95.13,1.02,0.89,0.96
1247674,沃特福德,切尔西,2016-08-20 22:00,1-2,11,4,立博,3.8,3.4,1.95,24.59,27.49,47.92,93.45,6.25,3.9,1.67,15.76,25.26,58.98,98.5,1.06,1.0,0.96
1247674,沃特福德,切尔西,2016-08-20 22:00,1-2,11,4,bet 365,4.0,3.3,1.95,23.46,28.43,48.11,93.82,6,3.8,1.66,16.15,25.49,58.36,96.88,1.02,0.97,0.95
1247675,西布罗姆维奇,埃弗顿,2016-08-20 22:00,1-2,7,9,伟德,3.12,3.3,2.45,31.07,29.37,39.56,96.93,3.1,3.12,2.62,31.48,31.28,37.25,97.58,1.0,0.95,0.98
1247675,西布罗姆维奇,埃弗顿,2016-08-20 22:00,1-2,7,9,威廉希尔,2.87,3.2,2.3,31.8,28.52,39.68,91.26,2.8,3.2,2.6,33.88,29.64,36.48,94.85,0.9,0.97,0.97
1247675,西布罗姆维奇,埃弗顿,2016-08-20 22:00,1-2,7,9,立博,3.1,3.3,2.3,30.42,28.58,41.0,94.3,3.1,3.2,2.6,31.63,30.65,37.72,98.07,1.0,0.97,0.97
1247675,西布罗姆维奇,埃弗顿,2016-08-20 22:00,1-2,7,9,bet 365,3.1,3.25,2.3,30.29,28.89,40.82,93.89,3,3.2,2.62,32.44,30.41,37.15,97.32,0.97,0.97,0.98
1247673,托特纳姆热刺,水晶宫,2016-08-20 22:00,1-0,10,18,伟德,1.62,4.0,6.25,60.09,24.34,15.58,97.34,1.45,4.6,8.5,67.3,21.22,11.48,97.59,0.96,0.98,1.07
1247673,托特纳姆热刺,水晶宫,2016-08-20 22:00,1-0,10,18,威廉希尔,1.5,4.0,5.5,60.69,22.76,16.55,91.03,1.44,4.4,7,65.23,21.35,13.42,93.93,0.95,0.94,0.88
1247673,托特纳姆热刺,水晶宫,2016-08-20 22:00,1-0,10,18,立博,1.62,3.8,5.5,58.11,24.77,17.12,94.14,1.45,4.8,8.5,67.9,20.51,11.58,98.46,0.96,1.02,1.07
1247673,托特纳姆热刺,水晶宫,2016-08-20 22:00,1-0,10,18,bet 365,1.61,3.75,5.5,58.07,24.93,17.0,93.49,1.45,4.6,8.5,67.3,21.22,11.48,97.59,0.96,0.98,1.07
1247672,斯旺西,赫尔城,2016-08-20 22:00,0-2,6,5,伟德,1.8,3.6,5.0,53.76,26.88,19.35,96.77,1.8,3.6,5.4,54.55,27.27,18.18,98.18,0.96,0.98,1.06
1247672,斯旺西,赫尔城,2016-08-20 22:00,0-2,6,5,威廉希尔,1.73,3.5,4.33,52.8,26.1,21.1,91.35,1.85,3.25,4.8,51.16,29.12,19.72,94.65,0.98,0.89,0.94
1247672,斯旺西,赫尔城,2016-08-20 22:00,0-2,6,5,立博,1.8,3.4,4.75,52.4,27.74,19.86,94.32,1.85,3.5,5.2,53.07,28.05,18.88,98.18,0.98,0.96,1.02
1247672,斯旺西,赫尔城,2016-08-20 22:00,0-2,6,5,bet 365,1.8,3.4,4.75,52.4,27.74,19.86,94.32,1.85,3.5,5,52.67,27.84,19.49,97.44,0.98,0.96,0.98
1247667,莱切斯特城,阿森纳,2016-08-21 00:30,0-0,15,14,伟德,3.7,3.4,2.15,26.25,28.57,45.18,97.13,2.75,3.6,2.6,35.44,27.07,37.49,97.46,0.95,1.0,0.98
1247667,莱切斯特城,阿森纳,2016-08-21 00:30,0-0,15,14,威廉希尔,3.1,3.4,2.1,29.52,26.91,43.57,91.5,2.75,3.25,2.6,34.44,29.14,36.42,94.7,0.95,0.9,0.98
1247667,莱切斯特城,阿森纳,2016-08-21 00:30,0-0,15,14,立博,3.1,3.5,2.15,30.05,26.62,43.33,93.16,2.8,3.6,2.6,35.03,27.25,37.72,98.08,0.97,1.0,0.98
1247667,莱切斯特城,阿森纳,2016-08-21 00:30,0-0,15,14,bet 365,3.3,3.3,2.2,28.57,28.57,42.86,94.29,2.8,3.6,2.55,34.77,27.05,38.18,97.36,0.97,1.0,0.96
1247671,桑德兰,米德尔斯堡,2016-08-21 20:30,1-2,18,11,伟德,2.4,3.3,3.2,40.37,29.36,30.28,96.88,2.8,3.12,2.88,34.85,31.27,33.88,97.57,1.0,0.97,0.96
1247671,桑德兰,米德尔斯堡,2016-08-21 20:30,1-2,18,11,威廉希尔,2.25,3.2,3.0,40.76,28.66,30.57,91.72,2.8,2.9,2.8,33.72,32.56,33.72,94.42,1.0,0.9,0.94
1247671,桑德兰,米德尔斯堡,2016-08-21 20:30,1-2,18,11,立博,2.25,3.1,3.25,41.35,30.02,28.63,93.05,2.75,3.12,3,35.74,31.5,32.76,98.28,0.98,0.97,1.0
1247671,桑德兰,米德尔斯堡,2016-08-21 20:30,1-2,18,11,bet 365,2.3,3.25,3.1,40.82,28.89,30.29,93.89,2.7,3.1,3,36.09,31.43,32.48,97.44,0.96,0.96,1.0
1247676,西汉姆联,伯恩茅斯,2016-08-21 23:00,1-0,17,19,伟德,1.87,3.5,4.8,51.98,27.77,20.25,97.2,2.38,3.4,3.25,41.11,28.78,30.11,97.85,1.05,0.96,0.9
1247676,西汉姆联,伯恩茅斯,2016-08-21 23:00,1-0,17,19,威廉希尔,1.8,3.4,4.0,50.52,26.75,22.73,90.94,2.3,3.2,3.2,41.03,29.49,29.49,94.36,1.01,0.91,0.89
1247676,西汉姆联,伯恩茅斯,2016-08-21 23:00,1-0,17,19,立博,1.8,3.6,4.33,52.2,26.1,21.7,93.96,2.4,3.3,3.25,40.56,29.5,29.95,97.33,1.06,0.93,0.9
1247676,西汉姆联,伯恩茅斯,2016-08-21 23:00,1-0,17,19,bet 365,1.8,3.6,4.33,52.2,26.1,21.7,93.96,2.4,3.3,3.25,40.56,29.5,29.95,97.33,1.06,0.93,0.9
1247684,托特纳姆热刺,利物浦,2016-08-27 19:30,1-1,7,11,伟德,2.5,3.3,3.1,39.0,29.55,31.45,97.5,2.5,3.5,2.9,38.81,27.72,33.46,97.04,0.98,0.98,0.95
1247684,托特纳姆热刺,利物浦,2016-08-27 19:30,1-1,7,11,威廉希尔,2.37,3.4,2.9,39.77,27.72,32.5,94.26,2.6,3.2,2.8,36.48,29.64,33.88,94.85,1.02,0.9,0.92
1247684,托特纳姆热刺,利物浦,2016-08-27 19:30,1-1,7,11,立博,2.3,3.4,2.9,40.49,27.39,32.11,93.13,2.62,3.4,2.9,37.4,28.82,33.79,97.98,1.02,0.96,0.95
1247684,托特纳姆热刺,利物浦,2016-08-27 19:30,1-1,7,11,bet 365,2.5,3.25,2.8,37.56,28.9,33.54,93.91,2.6,3.4,2.87,37.44,28.63,33.92,97.36,1.02,0.96,0.94
1247685,沃特福德,阿森纳,2016-08-27 22:00,1-3,14,13,伟德,4.8,3.6,1.83,20.18,26.9,52.92,96.85,5.75,4,1.67,17.01,24.44,58.55,97.78,1.01,0.99,0.96
1247685,沃特福德,阿森纳,2016-08-27 22:00,1-3,14,13,威廉希尔,4.6,3.75,1.73,20.47,25.11,54.42,94.15,5.5,3.6,1.67,17.18,26.25,56.58,94.48,0.97,0.89,0.96
1247685,沃特福德,阿森纳,2016-08-27 22:00,1-3,14,13,立博,4.2,3.6,1.83,22.41,26.15,51.44,94.13,6,4.2,1.62,16.31,23.3,60.4,97.84,1.06,1.04,0.93
1247685,沃特福德,阿森纳,2016-08-27 22:00,1-3,14,13,bet 365,4.5,3.5,1.8,20.9,26.87,52.24,94.03,6,4,1.65,16.3,24.44,59.26,97.78,1.06,0.99,0.95
1247679,埃弗顿,斯托克城,2016-08-27 22:00,1-0,6,17,伟德,1.95,3.5,4.2,49.47,27.56,22.97,96.47,1.7,3.9,5.5,57.31,24.98,17.71,97.42,0.96,0.99,1.02
1247679,埃弗顿,斯托克城,2016-08-27 22:00,1-0,6,17,威廉希尔,1.75,3.6,4.75,53.92,26.21,19.87,94.36,1.65,4,5,57.39,23.67,18.94,94.69,0.93,1.01,0.93
1247679,埃弗顿,斯托克城,2016-08-27 22:00,1-0,6,17,立博,1.85,3.5,4.0,50.22,26.55,23.23,92.91,1.7,4,5.5,57.67,24.51,17.82,98.03,0.96,1.01,1.02
1247679,埃弗顿,斯托克城,2016-08-27 22:00,1-0,6,17,bet 365,1.83,3.5,4.33,51.4,26.88,21.72,94.06,1.66,4.1,5.5,58.59,23.72,17.68,97.26,0.93,1.04,1.02
1247677,切尔西,伯恩利,2016-08-27 22:00,3-0,4,8,伟德,1.3,5.25,13.0,74.2,18.37,7.42,96.47,1.25,6.25,15,77.92,15.58,6.49,97.4,0.96,1.01,1.05
1247677,切尔西,伯恩利,2016-08-27 22:00,3-0,4,8,威廉希尔,1.28,5.0,12.0,73.39,18.79,7.83,93.93,1.25,5.5,13,75.56,17.17,7.27,94.45,0.96,0.89,0.91
1247677,切尔西,伯恩利,2016-08-27 22:00,3-0,4,8,立博,1.3,5.25,11.0,73.22,18.13,8.65,95.18,1.25,6.5,15,78.39,15.08,6.53,97.99,0.96,1.05,1.05
1247677,切尔西,伯恩利,2016-08-27 22:00,3-0,4,8,bet 365,1.28,5.0,12.0,73.39,18.79,7.83,93.93,1.25,6,16,77.73,16.19,6.07,97.17,0.96,0.97,1.12
1247678,水晶宫,伯恩茅斯,2016-08-27 22:00,1-1,19,20,伟德,2.3,3.3,3.4,42.13,29.37,28.5,96.91,2.3,3.3,3.5,42.48,29.61,27.91,97.7,0.96,0.97,1.01
1247678,水晶宫,伯恩茅斯,2016-08-27 22:00,1-1,19,20,威廉希尔,2.4,3.1,3.1,39.24,30.38,30.38,94.18,2.2,3.2,3.4,42.83,29.45,27.72,94.24,0.92,0.94,0.98
1247678,水晶宫,伯恩茅斯,2016-08-27 22:00,1-1,19,20,立博,2.2,3.25,3.3,42.67,28.88,28.45,93.87,2.2,3.4,3.6,44.28,28.65,27.06,97.42,0.92,1.0,1.04
1247678,水晶宫,伯恩茅斯,2016-08-27 22:00,1-1,19,20,bet 365,2.15,3.5,3.25,43.94,26.99,29.07,94.47,2.25,3.3,3.6,43.35,29.56,27.09,97.54,0.94,0.97,1.04
1247683,南安普敦,桑德兰,2016-08-27 22:00,1-1,16,18,伟德,1.83,3.6,4.8,52.92,26.9,20.18,96.85,1.5,4.3,8,65.09,22.71,12.2,97.63,0.96,0.97,1.08
1247683,南安普敦,桑德兰,2016-08-27 22:00,1-1,16,18,威廉希尔,1.61,3.6,6.0,58.29,26.07,15.64,93.85,1.5,4,7,62.92,23.6,13.48,94.38,0.96,0.9,0.94
1247683,南安普敦,桑德兰,2016-08-27 22:00,1-1,16,18,立博,1.67,3.6,5.25,56.12,26.03,17.85,93.72,1.48,4.75,7.5,66.27,20.65,13.08,98.08,0.95,1.07,1.01
1247683,南安普敦,桑德兰,2016-08-27 22:00,1-1,16,18,bet 365,1.72,3.5,5.0,54.48,26.77,18.74,93.71,1.5,4.75,7,65.36,20.64,14,98.03,0.96,1.07,0.94
1247681,莱切斯特城,斯旺西,2016-08-27 22:00,2-1,15,12,伟德,1.95,3.5,4.33,49.81,27.75,22.43,97.14,1.73,3.8,5.5,56.5,25.72,17.77,97.75,0.98,0.97,0.99
1247681,莱切斯特城,斯旺西,2016-08-27 22:00,2-1,15,12,威廉希尔,1.8,3.4,4.8,52.51,27.8,19.69,94.52,1.7,3.5,5.5,55.72,27.06,17.22,94.72,0.96,0.89,0.99
1247681,莱切斯特城,斯旺西,2016-08-27 22:00,2-1,15,12,立博,1.83,3.4,4.5,51.42,27.67,20.91,94.09,1.7,4,5.5,57.67,24.51,17.82,98.03,0.96,1.02,0.99
1247681,莱切斯特城,斯旺西,2016-08-27 22:00,2-1,15,12,bet 365,1.8,3.5,4.5,52.24,26.87,20.9,94.03,1.66,4,5.75,58.7,24.36,16.95,97.44,0.94,1.02,1.04
1247680,赫尔城,曼彻斯特联,2016-08-28 00:30,0-1,3,2,伟德,8.0,4.0,1.53,12.15,24.31,63.54,97.22,9,4.5,1.45,10.86,21.72,67.42,97.75,1.09,0.98,0.96
1247680,赫尔城,曼彻斯特联,2016-08-28 00:30,0-1,3,2,威廉希尔,7.0,4.0,1.5,13.48,23.6,62.92,94.38,8,4.2,1.44,11.82,22.51,65.67,94.56,0.97,0.92,0.95
1247680,赫尔城,曼彻斯特联,2016-08-28 00:30,0-1,3,2,立博,5.5,3.8,1.62,17.12,24.77,58.11,94.14,9,4.75,1.4,10.73,20.32,68.95,96.53,1.09,1.04,0.92
1247680,赫尔城,曼彻斯特联,2016-08-28 00:30,0-1,3,2,bet 365,7.0,4.0,1.5,13.48,23.6,62.92,94.38,9,4.5,1.44,10.81,21.62,67.57,97.3,1.09,0.98,0.95
1247686,西布罗姆维奇,米德尔斯堡,2016-08-28 20:30,0-0,11,8,伟德,2.38,3.3,3.3,40.94,29.53,29.53,97.44,2.5,3,3.4,38.93,32.44,28.63,97.33,0.96,0.94,1.03
1247686,西布罗姆维奇,米德尔斯堡,2016-08-28 20:30,0-0,11,8,威廉希尔,2.6,2.9,3.0,36.19,32.45,31.36,94.09,2.4,3,3.2,39.22,31.37,29.41,94.12,0.92,0.94,0.97
1247686,西布罗姆维奇,米德尔斯堡,2016-08-28 20:30,0-0,11,8,立博,2.25,3.2,3.3,41.93,29.48,28.59,94.34,2.6,3.1,3.2,37.72,31.63,30.65,98.07,1.0,0.97,0.97
1247686,西布罗姆维奇,米德尔斯堡,2016-08-28 20:30,0-0,11,8,bet 365,2.2,3.2,3.4,42.83,29.45,27.72,94.24,2.62,3.1,3.1,37.17,31.41,31.41,97.39,1.01,0.97,0.94
1247682,曼彻斯特城,西汉姆联,2016-08-28 23:00,3-1,4,12,伟德,1.45,4.4,8.5,66.66,21.97,11.37,96.66,1.25,6.5,11.5,76.86,14.78,8.35,96.08,0.94,1.03,1.0
1247682,曼彻斯特城,西汉姆联,2016-08-28 23:00,3-1,4,12,威廉希尔,1.33,5.0,9.0,70.73,18.81,10.45,94.07,1.28,5.5,11,74.12,17.25,8.63,94.88,0.97,0.87,0.96
1247682,曼彻斯特城,西汉姆联,2016-08-28 23:00,3-1,4,12,立博,1.4,4.75,7.0,66.9,19.72,13.38,93.66,1.29,6.5,12,76.57,15.2,8.23,98.78,0.97,1.03,1.05
1247682,曼彻斯特城,西汉姆联,2016-08-28 23:00,3-1,4,12,bet 365,1.4,4.5,8.0,67.29,20.93,11.78,94.21,1.28,6.5,11,76.14,14.99,8.86,97.47,0.97,1.03,0.96
1247691,曼彻斯特联,曼彻斯特城,2016-09-10 19:30,1-2,3,1,伟德,2.55,3.3,3.0,38.13,29.46,32.41,97.23,2.5,3.2,3.1,38.64,30.19,31.16,96.61,1.01,0.98,0.9
1247691,曼彻斯特联,曼彻斯特城,2016-09-10 19:30,1-2,3,1,威廉希尔,2.5,3.3,2.8,37.73,28.58,33.69,94.32,2.4,3.1,3.4,40.32,31.22,28.46,96.77,0.97,0.94,0.99
1247691,曼彻斯特联,曼彻斯特城,2016-09-10 19:30,1-2,3,1,立博,2.4,3.3,2.8,38.69,28.14,33.17,92.86,2.38,3.1,3.5,40.85,31.37,27.78,97.23,0.96,0.94,1.02
1247691,曼彻斯特联,曼彻斯特城,2016-09-10 19:30,1-2,3,1,bet 365,2.5,3.25,2.8,37.56,28.9,33.54,93.91,2.4,3.1,3.5,40.65,31.47,27.88,97.56,0.97,0.94,1.02
