比赛索引号,主场队伍,客场队伍,比赛时间,比分,主场排名,客场排名,公司名,初盘_赔率_主,初盘_赔率_和,初盘_赔率_客,初盘_胜率_主,初盘_胜率_和,初盘_胜率_客,初盘_返还率,即盘_赔率_主,即盘_赔率_和,即盘_赔率_客,即盘_胜率_主,即盘_胜率_和,即盘_胜率_客,即盘_返还率,凯利指数_主,凯利指数_和,凯利指数_客
560859,斯托克城,切爾西,2011-08-14 20:30,0-0,13,2,威廉希尔,5.0,3.4,1.6,17.87,26.28,55.85,89.35,4,3.4,1.91,23.42,27.55,49.04,93.68,0.72,0.92,1.05
560859,斯托克城,切爾西,2011-08-14 20:30,0-0,13,2,伟德,6.0,3.5,1.57,15.3,26.23,58.47,91.8,4.33,3.4,1.9,21.97,27.97,50.06,95.13,0.78,0.92,1.05
560861,西布朗,曼聯,2011-08-14 23:00,1-2,11,1,bet 365,6.0,3.8,1.53,15.38,24.29,60.33,92.28,6,3.75,1.61,15.81,25.29,58.9,94.86,0.9,0.94,0.97
560861,西布朗,曼聯,2011-08-14 23:00,1-2,11,1,立博,6.5,4.0,1.5,14.37,23.35,62.28,93.4,6.5,3.75,1.53,14.32,24.83,60.85,93.08,0.98,0.94,0.92
560861,西布朗,曼聯,2011-08-14 23:00,1-2,11,1,威廉希尔,5.0,3.75,1.53,17.85,23.8,58.34,89.25,5.5,3.75,1.61,17,24.93,58.07,93.5,0.83,0.94,0.97
560861,西布朗,曼聯,2011-08-14 23:00,1-2,11,1,伟德,6.5,3.75,1.53,14.32,24.83,60.85,93.08,6,3.8,1.66,16.15,25.49,58.36,96.9,0.9,0.95,1.0
560856,曼城,史雲斯,2011-08-16 03:00,4-0,3,3,bet 365,1.22,5.25,12.0,74.96,17.42,7.62,91.45,1.4,4.5,10,68.91,21.44,9.65,96.47,1.01,0.86,0.9
560856,曼城,史雲斯,2011-08-16 03:00,4-0,3,3,立博,1.22,5.5,12.0,75.56,16.76,7.68,92.18,1.3,4.5,11,71.07,20.53,8.4,92.39,0.94,0.86,0.99
560856,曼城,史雲斯,2011-08-16 03:00,4-0,3,3,威廉希尔,1.22,5.0,10.0,73.21,17.86,8.93,89.32,1.33,4.5,11,70.6,20.87,8.54,93.9,0.96,0.86,0.99
560856,曼城,史雲斯,2011-08-16 03:00,4-0,3,3,伟德,1.25,5.0,12.0,73.85,18.46,7.69,92.31,1.4,4.5,9.5,68.56,21.33,10.1,95.98,1.01,0.86,0.86
560860,熱刺,愛華頓,2012-01-12 03:45,2-0,3,11,bet 365,1.61,3.75,5.5,58.07,24.93,17.0,93.49,1.57,4,6,60.45,23.73,15.82,94.91,0.93,1.0,0.96
560860,熱刺,愛華頓,2012-01-12 03:45,2-0,3,11,立博,1.44,3.75,6.5,62.28,23.92,13.8,89.68,1.53,3.8,6.5,61.05,24.58,14.37,93.41,0.9,0.95,1.04
560860,熱刺,愛華頓,2012-01-12 03:45,2-0,3,11,威廉希尔,1.57,3.5,5.0,56.74,25.45,17.81,89.08,1.53,3.8,6.5,61.05,24.58,14.37,93.41,0.9,0.95,1.04
560860,熱刺,愛華頓,2012-01-12 03:45,2-0,3,11,伟德,1.66,3.75,5.4,57.14,25.29,17.57,94.85,1.61,4,6,59.85,24.09,16.06,96.36,0.95,1.0,0.96
561177,桑德蘭,紐卡素,2011-08-20 19:00,0-1,6,10,bet 365,2.1,3.4,3.4,44.74,27.63,27.63,93.95,2.4,3.1,3.2,39.62,30.67,29.71,95.09,1.01,0.93,0.93
561177,桑德蘭,紐卡素,2011-08-20 19:00,0-1,6,10,立博,2.1,3.25,3.1,43.04,27.81,29.15,90.38,2.2,3.25,3.3,42.67,28.88,28.45,93.87,0.92,0.98,0.96
561177,桑德蘭,紐卡素,2011-08-20 19:00,0-1,6,10,威廉希尔,2.05,3.1,3.25,43.63,28.85,27.52,89.44,2.3,3.1,3.25,40.82,30.29,28.89,93.89,0.97,0.93,0.94
561177,桑德蘭,紐卡素,2011-08-20 19:00,0-1,6,10,伟德,2.2,3.25,3.2,42.29,28.63,29.08,93.04,2.37,3.12,3.3,40.36,30.66,28.98,95.65,1.0,0.94,0.96
561170,阿森納,利物浦,2011-08-20 19:45,0-2,13,7,bet 365,2.25,3.25,3.2,41.75,28.9,29.35,93.94,2.3,3.3,3.2,41.4,28.85,29.75,95.22,0.9,0.96,1.02
561170,阿森納,利物浦,2011-08-20 19:45,0-2,13,7,立博,1.9,3.25,3.6,47.34,27.68,24.98,89.95,2.4,3.3,2.87,39.01,28.37,32.62,93.62,0.94,0.96,0.92
561170,阿森納,利物浦,2011-08-20 19:45,0-2,13,7,威廉希尔,2.15,3.1,3.0,41.49,28.78,29.73,89.2,2.37,3.2,3,39.52,29.27,31.22,93.66,0.92,0.93,0.96
561170,阿森納,利物浦,2011-08-20 19:45,0-2,13,7,伟德,2.1,3.2,3.5,44.32,29.09,26.59,93.07,2.25,3.25,3.5,42.82,29.65,27.53,96.34,0.88,0.94,1.12
561171,阿斯頓維拉,布力般流浪,2011-08-20 22:00,3-1,14,17,bet 365,1.8,3.5,4.5,52.24,26.87,20.9,94.03,1.66,3.6,5.5,56.72,26.16,17.12,94.16,0.91,0.97,0.99
561171,阿斯頓維拉,布力般流浪,2011-08-20 22:00,3-1,14,17,立博,1.75,3.25,4.33,51.48,27.72,20.8,90.09,1.72,3.5,5,54.48,26.77,18.74,93.71,0.95,0.95,0.9
561171,阿斯頓維拉,布力般流浪,2011-08-20 22:00,3-1,14,17,威廉希尔,1.7,3.4,4.2,52.5,26.25,21.25,89.25,1.67,3.5,5.5,56.16,26.79,17.05,93.79,0.92,0.95,0.99
561171,阿斯頓維拉,布力般流浪,2011-08-20 22:00,3-1,14,17,伟德,1.8,3.3,4.6,51.63,28.16,20.2,92.93,1.61,3.75,6.5,59.63,25.6,14.77,96,0.89,1.01,1.17
561174,愛華頓,昆士柏流浪,2011-08-20 22:00,0-1,15,19,bet 365,1.57,3.8,6.0,59.71,24.67,15.62,93.74,1.44,4.33,7.5,65.59,21.81,12.59,94.45,0.92,1.0,0.98
561174,愛華頓,昆士柏流浪,2011-08-20 22:00,0-1,15,19,立博,1.61,3.5,5.0,56.12,25.81,18.07,90.35,1.4,4.2,9,67.16,22.39,10.45,94.02,0.9,0.97,1.17
561174,愛華頓,昆士柏流浪,2011-08-20 22:00,0-1,15,19,威廉希尔,1.5,3.75,5.5,59.78,23.91,16.3,89.67,1.44,4.2,7.5,65.15,22.34,12.51,93.82,0.92,0.97,0.98
561174,愛華頓,昆士柏流浪,2011-08-20 22:00,0-1,15,19,伟德,1.61,3.5,5.5,57.05,26.24,16.7,91.85,1.44,4.4,9,67.24,22,10.76,96.83,0.92,1.01,1.17
561178,史雲斯,韋根,2011-08-20 22:00,0-0,20,5,bet 365,2.25,3.3,3.2,41.93,28.59,29.48,94.34,1.9,3.6,4,49.93,26.35,23.72,94.87,0.87,1.01,1.04
561178,史雲斯,韋根,2011-08-20 22:00,0-0,20,5,立博,2.3,3.25,2.75,39.31,27.82,32.88,90.41,2,3.3,3.75,46.74,28.33,24.93,93.48,0.92,0.92,0.98
561178,史雲斯,韋根,2011-08-20 22:00,0-0,20,5,威廉希尔,2.1,3.1,3.1,42.47,28.77,28.77,89.19,2,3.4,3.75,47.13,27.73,25.14,94.26,0.92,0.95,0.98
561178,史雲斯,韋根,2011-08-20 22:00,0-0,20,5,伟德,2.3,3.3,2.87,40.03,27.9,32.08,92.07,1.95,3.5,4.2,49.47,27.56,22.97,96.47,0.9,0.98,1.09
561173,切爾西,西布朗,2011-08-21 00:30,2-1,12,18,bet 365,1.22,6.0,13.0,77.09,15.68,7.23,94.05,1.28,5.5,12,74.66,17.38,7.96,95.56,0.95,0.99,1.08
561173,切爾西,西布朗,2011-08-21 00:30,2-1,12,18,立博,1.22,5.5,10.0,74.41,16.51,9.08,90.78,1.25,5.5,12,75.11,17.07,7.82,93.89,0.93,0.99,1.08
561173,切爾西,西布朗,2011-08-21 00:30,2-1,12,18,威廉希尔,1.17,6.0,11.0,76.84,14.98,8.17,89.9,1.28,5.5,9.5,73.13,17.02,9.85,93.61,0.95,0.99,0.86
561173,切爾西,西布朗,2011-08-21 00:30,2-1,12,18,伟德,1.2,5.5,15.0,77.03,16.81,6.16,92.44,1.3,5.5,13,74.83,17.69,7.48,97.28,0.96,0.99,1.17
561176,諾域治,斯托克城,2011-08-21 20:30,1-1,11,13,bet 365,2.5,3.25,2.8,37.56,28.9,33.54,93.9,2.7,3.2,2.7,35.16,29.67,35.16,94.93,1.0,0.93,0.92
561176,諾域治,斯托克城,2011-08-21 20:30,1-1,11,13,立博,2.4,3.25,2.62,37.67,27.82,34.51,90.41,2.5,3.3,2.75,37.5,28.41,34.09,93.75,0.93,0.96,0.94
561176,諾域治,斯托克城,2011-08-21 20:30,1-1,11,13,威廉希尔,2.3,3.1,2.75,38.79,28.78,32.44,89.22,2.62,3.25,2.62,35.64,28.73,35.64,93.38,0.97,0.94,0.89
561176,諾域治,斯托克城,2011-08-21 20:30,1-1,11,13,伟德,2.4,3.3,2.75,38.46,27.97,33.57,92.3,2.62,3.3,2.62,35.79,28.42,35.79,93.77,0.97,0.96,0.89
561179,狼隊,富勒姆,2011-08-21 21:00,2-0,8,12,bet 365,2.3,3.3,3.1,41.0,28.58,30.42,94.3,2.5,3.25,2.87,37.87,29.13,32.99,94.67,0.98,0.94,0.92
561179,狼隊,富勒姆,2011-08-21 21:00,2-0,8,12,立博,2.25,3.25,2.8,40.07,27.74,32.2,90.16,2.5,3.3,2.75,37.5,28.41,34.09,93.75,0.98,0.96,0.88
561179,狼隊,富勒姆,2011-08-21 21:00,2-0,8,12,威廉希尔,2.37,3.0,2.75,37.71,29.79,32.5,89.37,2.5,3.25,2.8,37.56,28.9,33.54,93.9,0.98,0.94,0.9
561179,狼隊,富勒姆,2011-08-21 21:00,2-0,8,12,伟德,2.37,3.25,2.87,39.14,28.54,32.32,92.76,2.6,3.3,2.87,37.12,29.25,33.63,96.51,1.01,0.96,0.92
561172,保頓,曼城,2011-08-21 23:00,2-3,5,6,bet 365,4.5,3.5,1.8,20.9,26.87,52.24,94.05,4.5,3.6,1.8,21.05,26.32,52.63,94.72,0.9,0.97,0.95
561172,保頓,曼城,2011-08-21 23:00,2-3,5,6,立博,4.5,3.5,1.66,20.01,25.73,54.25,90.05,5,3.5,1.72,18.74,26.77,54.48,93.7,1.0,0.95,0.91
561172,保頓,曼城,2011-08-21 23:00,2-3,5,6,威廉希尔,3.8,3.3,1.8,23.46,27.01,49.53,89.15,4.5,3.5,1.8,20.9,26.87,52.24,94.05,0.9,0.95,0.95
561172,保頓,曼城,2011-08-21 23:00,2-3,5,6,伟德,4.6,3.3,1.8,20.2,28.16,51.63,92.92,4.75,3.8,1.75,20.14,25.18,54.68,95.66,0.95,1.03,0.93
561175,曼聯,熱刺,2011-08-23 03:00,3-0,7,17,bet 365,1.57,3.6,6.5,59.61,26.0,14.4,93.59,1.57,4.33,5.5,60.68,22,17.32,95.27,0.93,1.08,0.94
561175,曼聯,熱刺,2011-08-23 03:00,3-0,7,17,立博,1.5,3.5,6.5,60.26,25.83,13.91,90.39,1.57,3.75,6,59.51,24.92,15.57,93.43,0.93,0.94,1.02
561175,曼聯,熱刺,2011-08-23 03:00,3-0,7,17,威廉希尔,1.5,4.0,5.0,59.7,22.39,17.91,89.55,1.6,3.75,6,59.06,25.2,15.75,94.5,0.94,0.94,1.02
561175,曼聯,熱刺,2011-08-23 03:00,3-0,7,17,伟德,1.61,3.6,5.5,57.47,25.7,16.82,92.53,1.57,4.2,6,61.14,22.86,16,95.99,0.93,1.05,1.02
561180,阿士東維拉,狼隊,2011-08-27 19:05,0-0,5,3,bet 365,1.8,3.5,4.5,52.24,26.87,20.9,94.03,2,3.25,4,47.27,29.09,23.64,94.54,0.94,0.91,1.0
561180,阿士東維拉,狼隊,2011-08-27 19:05,0-0,5,3,立博,1.8,3.2,4.33,50.55,28.43,21.01,90.99,2,3.3,3.75,46.74,28.33,24.93,93.48,0.94,0.92,0.94
561180,阿士東維拉,狼隊,2011-08-27 19:05,0-0,5,3,威廉希尔,1.85,3.3,3.6,48.2,27.02,24.77,89.17,2.1,3.2,3.75,45.12,29.61,25.27,94.75,0.99,0.9,0.94
561180,阿士東維拉,狼隊,2011-08-27 19:05,0-0,5,3,伟德,1.8,3.3,4.6,51.63,28.16,20.2,92.93,2.05,3.3,4,46.87,29.11,24.02,96.08,0.96,0.92,1.0
561189,韋根,昆士柏流浪,2011-08-27 19:30,2-0,12,9,bet 365,2.2,3.2,3.4,42.83,29.45,27.72,94.23,2.25,3.3,3.25,42.12,28.72,29.16,94.77,0.95,0.96,0.94
561189,韋根,昆士柏流浪,2011-08-27 19:30,2-0,12,9,立博,2.0,3.3,3.3,45.21,27.4,27.4,90.42,2.1,3.3,3.5,44.72,28.46,26.83,93.91,0.88,0.96,1.02
561189,韋根,昆士柏流浪,2011-08-27 19:30,2-0,12,9,威廉希尔,2.25,3.0,2.9,39.59,29.69,30.72,89.08,2.1,3.25,3.5,44.52,28.77,26.71,93.49,0.88,0.94,1.02
561189,韋根,昆士柏流浪,2011-08-27 19:30,2-0,12,9,伟德,2.15,3.3,3.25,43.23,28.17,28.6,92.94,2.05,3.5,3.8,47.05,27.56,25.38,96.45,0.86,1.02,1.1
561182,車路士,諾域治,2011-08-27 22:00,3-1,6,10,bet 365,1.2,6.0,16.0,78.43,15.69,5.88,94.12,1.16,7,19,81.52,13.51,4.98,94.56,0.92,1.05,1.14
561182,車路士,諾域治,2011-08-27 22:00,3-1,6,10,立博,1.14,6.5,13.0,79.17,13.89,6.94,90.25,1.2,6,15,78.12,15.62,6.25,93.74,0.95,0.9,0.9
561182,車路士,諾域治,2011-08-27 22:00,3-1,6,10,威廉希尔,1.2,5.5,9.5,74.38,16.23,9.4,89.26,1.17,7,15,80.31,13.42,6.26,93.96,0.92,1.05,0.9
561182,車路士,諾域治,2011-08-27 22:00,3-1,6,10,伟德,1.18,6.0,15.0,78.41,15.42,6.17,92.52,1.16,7.5,23,82.98,12.83,4.19,96.26,0.92,1.13,1.38
561181,布力般流浪,愛華頓,2011-08-27 22:00,0-1,19,17,bet 365,3.0,3.2,2.4,31.37,29.41,39.22,94.11,3,3.25,2.37,31.36,28.95,39.69,94.08,0.9,0.94,0.97
561181,布力般流浪,愛華頓,2011-08-27 22:00,0-1,19,17,立博,2.5,3.25,2.5,36.11,27.78,36.11,90.28,3,3.25,2.37,31.36,28.95,39.69,94.08,0.9,0.94,0.97
561181,布力般流浪,愛華頓,2011-08-27 22:00,0-1,19,17,威廉希尔,3.1,3.0,2.15,28.78,29.73,41.49,89.22,3.25,3.25,2.2,28.76,28.76,42.48,93.47,0.98,0.94,0.9
561181,布力般流浪,愛華頓,2011-08-27 22:00,0-1,19,17,伟德,2.75,3.25,2.4,33.42,28.28,38.3,91.9,3.2,3.25,2.4,30.14,29.68,40.19,96.45,0.96,0.94,0.98
561186,史雲斯,新特蘭,2011-08-27 22:00,0-0,16,13,bet 365,2.4,3.3,2.9,39.14,28.47,32.39,93.94,2.37,3.3,3,39.87,28.63,31.5,94.49,0.92,0.96,0.96
561186,史雲斯,新特蘭,2011-08-27 22:00,0-0,16,13,立博,2.5,3.25,2.5,36.11,27.78,36.11,90.28,2.37,3.25,3,39.69,28.95,31.36,94.07,0.92,0.94,0.96
561186,史雲斯,新特蘭,2011-08-27 22:00,0-0,16,13,威廉希尔,2.2,3.0,3.0,40.54,29.73,29.73,89.19,2.37,3.2,3,39.52,29.27,31.22,93.66,0.92,0.93,0.96
561186,史雲斯,新特蘭,2011-08-27 22:00,0-0,16,13,伟德,2.4,3.3,2.75,38.46,27.97,33.57,92.3,2.37,3.25,3.25,40.68,29.66,29.66,96.41,0.92,0.94,1.04
561183,利物浦,保頓,2011-08-28 00:30,3-1,4,8,bet 365,1.4,4.5,8.0,67.29,20.93,11.78,94.21,1.36,5,9,70.27,19.11,10.62,95.57,0.91,1.1,1.08
561183,利物浦,保頓,2011-08-28 00:30,3-1,4,8,立博,1.4,4.0,7.5,65.08,22.78,12.15,91.11,1.4,4.5,8,67.29,20.93,11.78,94.21,0.94,0.99,0.96
561183,利物浦,保頓,2011-08-28 00:30,3-1,4,8,威廉希尔,1.4,4.0,6.5,63.88,22.36,13.76,89.43,1.4,4.33,8.5,67.2,21.73,11.07,94.08,0.94,0.95,1.02
561183,利物浦,保頓,2011-08-28 00:30,3-1,4,8,伟德,1.4,4.0,8.0,65.57,22.95,11.48,91.8,1.36,5,10,71.02,19.32,9.66,96.59,0.91,1.1,1.2
561185,紐卡素,富咸,2011-08-28 20:00,2-1,8,16,bet 365,2.1,3.3,3.5,44.72,28.46,26.83,93.91,2.3,3.1,3.4,41.35,30.68,27.97,95.1,1.01,0.9,0.92
561185,紐卡素,富咸,2011-08-28 20:00,2-1,8,16,立博,2.1,3.3,3.1,43.22,27.5,29.28,90.76,2.1,3.25,3.6,44.85,28.98,26.16,94.18,0.92,0.94,0.97
561185,紐卡素,富咸,2011-08-28 20:00,2-1,8,16,威廉希尔,2.0,3.1,3.4,44.77,28.89,26.34,89.54,2.15,3.2,3.5,43.74,29.39,26.87,94.04,0.95,0.93,0.95
561185,紐卡素,富咸,2011-08-28 20:00,2-1,8,16,伟德,2.05,3.3,3.5,45.31,28.15,26.54,92.89,2.25,3.12,3.5,42.3,30.51,27.19,95.17,0.99,0.9,0.95
561187,熱刺,曼城,2011-08-28 20:30,1-5,19,4,bet 365,2.62,3.4,2.6,35.99,27.74,36.27,94.29,3,3.25,2.5,32.02,29.56,38.42,96.06,0.99,0.94,0.98
561187,熱刺,曼城,2011-08-28 20:30,1-5,19,4,立博,2.5,3.1,2.6,36.13,29.13,34.74,90.33,3,3.4,2.25,31.1,27.44,41.46,93.3,0.99,0.99,0.88
561187,熱刺,曼城,2011-08-28 20:30,1-5,19,4,威廉希尔,2.6,3.2,2.37,34.37,27.93,37.71,89.36,3,3.25,2.37,31.36,28.95,39.69,94.08,0.99,0.94,0.92
561187,熱刺,曼城,2011-08-28 20:30,1-5,19,4,伟德,2.6,3.2,2.62,35.65,28.97,35.38,92.69,3.12,3.4,2.4,31.08,28.52,40.4,96.97,1.03,0.99,0.94
561188,西布朗,史篤城,2011-08-28 22:00,0-1,18,12,bet 365,2.2,3.3,3.3,42.86,28.57,28.57,94.29,2.25,3.2,3.4,42.29,29.73,27.98,95.15,0.99,0.93,0.92
561188,西布朗,史篤城,2011-08-28 22:00,0-1,18,12,立博,2.2,3.3,2.87,41.1,27.4,31.5,90.42,2.2,3.2,3.4,42.83,29.45,27.72,94.23,0.97,0.93,0.92
561188,西布朗,史篤城,2011-08-28 22:00,0-1,18,12,威廉希尔,2.0,3.1,3.4,44.77,28.89,26.34,89.54,2.2,3.25,3.25,42.48,28.76,28.76,93.46,0.97,0.94,0.88
561188,西布朗,史篤城,2011-08-28 22:00,0-1,18,12,伟德,2.2,3.2,3.2,42.11,28.95,28.95,92.64,2.3,3.25,3.3,41.59,29.43,28.98,95.66,1.01,0.94,0.89
561184,曼聯,阿仙奴,2011-08-28 23:00,8-2,5,17,bet 365,1.5,4.0,7.0,62.92,23.6,13.48,94.38,1.36,5,9,70.27,19.11,10.62,95.57,0.88,1.1,1.17
561184,曼聯,阿仙奴,2011-08-28 23:00,8-2,5,17,立博,1.57,3.3,6.0,57.56,27.38,15.06,90.37,1.33,5,8,69.82,18.57,11.61,92.86,0.86,1.1,1.04
561184,曼聯,阿仙奴,2011-08-28 23:00,8-2,5,17,威廉希尔,1.5,3.75,5.5,59.78,23.91,16.3,89.67,1.36,5,7.5,68.81,18.72,12.48,93.58,0.88,1.1,0.98
561184,曼聯,阿仙奴,2011-08-28 23:00,8-2,5,17,伟德,1.5,4.0,6.0,61.54,23.08,15.38,92.31,1.36,5,8.5,69.83,18.99,11.17,94.97,0.88,1.1,1.11
561192,愛華頓,阿士東維拉,2011-09-10 22:00,2-2,11,7,bet 365,2.0,3.4,3.8,47.29,27.82,24.89,94.58,1.9,3.4,4.2,49.72,27.79,22.49,94.47,0.87,0.99,1.05
561192,愛華頓,阿士東維拉,2011-09-10 22:00,2-2,11,7,立博,1.9,3.2,3.75,47.61,28.27,24.12,90.46,2,3.3,3.8,46.9,28.42,24.68,93.8,0.92,0.96,0.95
561192,愛華頓,阿士東維拉,2011-09-10 22:00,2-2,11,7,威廉希尔,1.83,3.25,3.75,48.75,27.45,23.79,89.21,2,3.2,4,47.06,29.41,23.53,94.12,0.92,0.93,1.0
561192,愛華頓,阿士東維拉,2011-09-10 22:00,2-2,11,7,伟德,1.95,3.4,4.0,48.52,27.83,23.65,94.61,1.95,3.4,3.8,47.92,27.49,24.59,93.44,0.9,0.99,0.95
561197,史篤城,利物浦,2011-09-10 22:00,1-0,9,3,bet 365,3.6,3.3,2.1,26.28,28.67,45.05,94.61,3.8,3.4,2,24.89,27.82,47.29,94.58,1.03,0.99,0.88
561197,史篤城,利物浦,2011-09-10 22:00,1-0,9,3,立博,3.5,3.3,1.9,25.62,27.18,47.2,89.67,3.6,3.25,2.1,26.16,28.98,44.85,94.18,0.97,0.94,0.92
561197,史篤城,利物浦,2011-09-10 22:00,1-0,9,3,威廉希尔,3.4,3.1,2.0,26.34,28.89,44.77,89.56,3.75,3.25,2.05,25.11,28.97,45.93,94.16,1.01,0.94,0.9
561197,史篤城,利物浦,2011-09-10 22:00,1-0,9,3,伟德,3.5,3.3,2.15,27.11,28.75,44.13,94.89,4,3.4,2,23.94,28.17,47.89,95.76,1.08,0.99,0.88
561198,新特蘭,車路士,2011-09-10 22:00,1-2,13,4,bet 365,5.0,3.6,1.72,18.88,26.23,54.89,94.4,6,3.75,1.61,15.81,25.29,58.9,94.86,1.08,0.98,0.9
