比赛索引号,主场队伍,客场队伍,比赛时间,比分,主场排名,客场排名,公司名,初盘_赔率_主,初盘_赔率_和,初盘_赔率_客,初盘_胜率_主,初盘_胜率_和,初盘_胜率_客,初盘_返还率,即盘_赔率_主,即盘_赔率_和,即盘_赔率_客,即盘_胜率_主,即盘_胜率_和,即盘_胜率_客,即盘_返还率,凯利指数_主,凯利指数_和,凯利指数_客
1551745,南安普敦,伯恩利,2018-08-12 20:30,0-0,17,7,伟德,1.95,3.5,4.2,49.47,27.56,22.97,96.47,2,3.3,4.5,48.77,29.56,21.67,97.54,0.98,0.97,0.96
1551743,利物浦,西汉姆联,2018-08-12 20:30,4-0,4,13,bet 365,1.33,4.75,9.5,70.42,19.72,9.86,93.66,1.25,7,12,77.96,13.92,8.12,97.45,0.97,1.03,0.94
1551743,利物浦,西汉姆联,2018-08-12 20:30,4-0,4,13,威廉希尔,1.28,5.5,8.0,71.8,16.71,11.49,91.91,1.22,6.5,12,77.56,14.56,7.89,94.62,0.95,0.96,0.94
1551743,利物浦,西汉姆联,2018-08-12 20:30,4-0,4,13,立博,1.17,7.0,12.0,79.07,13.22,7.71,92.52,1.22,6.5,13,78.03,14.65,7.32,95.2,0.95,0.96,1.02
1551743,利物浦,西汉姆联,2018-08-12 20:30,4-0,4,13,伟德,1.22,7.0,13.0,78.86,13.74,7.4,96.2,1.22,7,13,78.86,13.74,7.4,96.2,0.95,1.03,1.02
1551740,阿森纳,曼彻斯特城,2018-08-12 23:00,0-2,6,1,bet 365,3.75,3.75,1.9,25.17,25.17,49.67,94.37,4.33,4,1.83,22.48,24.33,53.19,97.33,1.0,0.98,0.96
1551740,阿森纳,曼彻斯特城,2018-08-12 23:00,0-2,6,1,威廉希尔,4.0,3.25,1.91,23.12,28.46,48.42,92.49,4.2,3.9,1.8,22.67,24.42,52.91,95.23,0.97,0.96,0.94
1551740,阿森纳,曼彻斯特城,2018-08-12 23:00,0-2,6,1,立博,4.0,3.6,1.8,23.08,25.64,51.28,92.31,4,3.9,1.8,23.54,24.14,52.31,94.16,0.93,0.96,0.94
1551740,阿森纳,曼彻斯特城,2018-08-12 23:00,0-2,6,1,伟德,4.2,3.75,1.9,23.09,25.86,51.05,96.99,4.33,4.2,1.8,22.54,23.24,54.22,97.6,1.0,1.03,0.94
1552155,卡迪夫城,纽卡斯尔联,2018-08-18 19:30,0-0,18,13,bet 365,2.37,3.2,3.0,39.52,29.27,31.22,93.65,3.3,3.1,2.5,29.55,31.45,39,97.5,1.01,0.96,0.96
1552155,卡迪夫城,纽卡斯尔联,2018-08-18 19:30,0-0,18,13,威廉希尔,2.5,3.2,2.87,37.7,29.46,32.84,94.26,3.1,3.1,2.4,30.38,30.38,39.24,94.18,0.95,0.96,0.92
1552155,卡迪夫城,纽卡斯尔联,2018-08-18 19:30,0-0,18,13,立博,2.88,3.0,2.6,32.6,31.29,36.11,93.88,3.25,3.1,2.38,29.29,30.71,40,95.2,0.99,0.96,0.91
1552155,卡迪夫城,纽卡斯尔联,2018-08-18 19:30,0-0,18,13,伟德,2.6,3.1,3.0,36.96,31.0,32.03,96.1,3.4,3.12,2.45,28.76,31.34,39.91,97.77,1.04,0.97,0.94
1552161,托特纳姆热刺,富勒姆,2018-08-18 22:00,3-1,7,16,bet 365,1.16,7.0,13.0,79.68,13.2,7.11,92.43,1.28,6,12,75.76,16.16,8.08,96.97,0.96,0.96,1.04
1552161,托特纳姆热刺,富勒姆,2018-08-18 22:00,3-1,7,16,威廉希尔,1.2,7.0,12.0,78.65,13.48,7.87,94.38,1.25,5.8,11,75.24,16.21,8.55,94.04,0.94,0.93,0.96
1552161,托特纳姆热刺,富勒姆,2018-08-18 22:00,3-1,7,16,立博,1.3,5.25,10.0,72.59,17.97,9.44,94.37,1.22,6,13,77.09,15.68,7.23,94.05,0.92,0.96,1.13
1552161,托特纳姆热刺,富勒姆,2018-08-18 22:00,3-1,7,16,伟德,1.22,6.0,15.0,77.84,15.83,6.33,94.97,1.29,6.25,11.5,75.84,15.65,8.51,97.83,0.97,1.0,1.0
1552159,莱切斯特城,狼队,2018-08-18 22:00,2-0,14,10,bet 365,1.85,3.6,4.0,50.6,26.0,23.4,93.61,2.15,3.4,3.75,45.34,28.67,25.99,97.48,0.98,0.96,0.98
1552159,莱切斯特城,狼队,2018-08-18 22:00,2-0,14,10,威廉希尔,1.91,3.5,4.0,49.43,26.97,23.6,94.4,2.15,3.25,3.5,43.94,29.07,26.99,94.47,0.98,0.92,0.91
1552159,莱切斯特城,狼队,2018-08-18 22:00,2-0,14,10,立博,2.05,3.3,3.6,45.65,28.36,25.99,93.58,2.1,3.2,3.6,44.65,29.3,26.05,93.77,0.96,0.9,0.94
1552159,莱切斯特城,狼队,2018-08-18 22:00,2-0,14,10,伟德,1.87,3.4,4.4,50.63,27.85,21.52,94.68,2.15,3.4,3.8,45.49,28.77,25.74,97.81,0.98,0.96,0.99
1552158,埃弗顿,南安普敦,2018-08-18 22:00,2-1,9,12,bet 365,2.25,3.2,3.0,40.76,28.66,30.57,91.72,1.85,3.5,5,52.67,27.84,19.49,97.44,0.94,0.98,1.06
1552158,埃弗顿,南安普敦,2018-08-18 22:00,2-1,9,12,威廉希尔,2.3,3.3,3.1,41.0,28.58,30.42,94.3,1.83,3.4,4.4,51.17,27.54,21.28,93.65,0.93,0.95,0.94
1552158,埃弗顿,南安普敦,2018-08-18 22:00,2-1,9,12,立博,2.0,3.2,3.9,46.78,29.24,23.99,93.55,1.8,3.4,4.6,52.06,27.56,20.37,93.72,0.91,0.95,0.98
1552158,埃弗顿,南安普敦,2018-08-18 22:00,2-1,9,12,伟德,2.4,3.2,3.2,40.0,30.0,30.0,96.0,1.85,3.6,4.8,52.65,27.06,20.29,97.4,0.94,1.01,1.02
1552162,西汉姆联,伯恩茅斯,2018-08-18 22:00,1-2,20,6,bet 365,2.1,3.2,3.5,44.32,29.09,26.59,93.07,2.15,3.5,3.6,45.22,27.78,27.01,97.22,0.97,0.96,0.99
1552162,西汉姆联,伯恩茅斯,2018-08-18 22:00,1-2,20,6,威廉希尔,2.25,3.25,3.25,41.94,29.03,29.03,94.35,2.05,3.6,3.4,46.03,26.21,27.75,94.37,0.92,0.99,0.93
1552162,西汉姆联,伯恩茅斯,2018-08-18 22:00,1-2,20,6,立博,2.2,3.3,3.2,42.48,28.32,29.2,93.45,2.05,3.5,3.4,45.69,26.76,27.55,93.66,0.92,0.96,0.93
1552162,西汉姆联,伯恩茅斯,2018-08-18 22:00,1-2,20,6,伟德,2.3,3.2,3.4,41.75,30.01,28.24,96.02,2.1,3.5,3.7,46.13,27.68,26.18,96.88,0.95,0.96,1.02
1552156,切尔西,阿森纳,2018-08-19 00:30,3-2,2,17,bet 365,1.8,3.75,4.0,51.81,24.87,23.32,93.26,1.85,3.8,4.5,52.69,25.65,21.66,97.47,0.97,0.95,1.01
1552156,切尔西,阿森纳,2018-08-19 00:30,3-2,2,17,威廉希尔,1.83,3.8,4.0,51.57,24.84,23.59,94.37,1.85,3.6,4,50.6,26,23.4,93.61,0.97,0.9,0.9
1552156,切尔西,阿森纳,2018-08-19 00:30,3-2,2,17,立博,1.8,3.7,4.25,52.36,25.47,22.17,94.24,1.8,3.75,4.2,52.4,25.15,22.46,94.31,0.94,0.94,0.94
1552156,切尔西,阿森纳,2018-08-19 00:30,3-2,2,17,伟德,1.83,3.4,4.4,51.17,27.54,21.28,93.65,1.85,3.9,4.4,52.78,25.03,22.19,97.63,0.97,0.98,0.99
1552154,伯恩利,沃特福德,2018-08-19 20:30,1-3,11,8,bet 365,2.1,3.2,3.2,43.24,28.38,28.38,90.81,2.45,3.1,3.4,39.83,31.48,28.7,97.57,0.97,0.97,0.99
1552154,伯恩利,沃特福德,2018-08-19 20:30,1-3,11,8,威廉希尔,2.3,3.3,3.1,41.0,28.58,30.42,94.3,2.5,2.9,3.2,37.83,32.61,29.56,94.58,0.99,0.91,0.93
1552154,伯恩利,沃特福德,2018-08-19 20:30,1-3,11,8,立博,2.35,3.0,3.25,39.9,31.25,28.85,93.76,2.4,3,3.25,39.39,31.52,29.09,94.55,0.95,0.94,0.94
1552154,伯恩利,沃特福德,2018-08-19 20:30,1-3,11,8,伟德,2.45,3.1,3.2,39.12,30.92,29.95,95.85,2.5,3.1,3.4,39.34,31.73,28.93,98.36,0.99,0.97,0.99
1552160,曼彻斯特城,哈德斯菲尔德,2018-08-19 20:30,6-1,6,18,bet 365,1.12,8.0,13.0,81.56,11.42,7.03,91.34,1.08,13,34,89.7,7.45,2.85,96.87,0.96,1.1,1.06
1552160,曼彻斯特城,哈德斯菲尔德,2018-08-19 20:30,6-1,6,18,威廉希尔,1.12,8.5,19.0,83.98,11.07,4.95,94.06,1.05,12,34,89.41,7.82,2.76,93.89,0.93,1.01,1.06
1552160,曼彻斯特城,哈德斯菲尔德,2018-08-19 20:30,6-1,6,18,立博,1.07,12.0,46.0,89.89,8.02,2.09,96.19,1.07,12,34,89.23,7.96,2.81,95.48,0.95,1.01,1.06
1552160,曼彻斯特城,哈德斯菲尔德,2018-08-19 20:30,6-1,6,18,伟德,1.13,8.0,19.0,83.28,11.76,4.95,94.11,1.07,13,36,89.93,7.4,2.67,96.22,0.95,1.1,1.13
1552153,布莱顿,曼彻斯特联,2018-08-19 23:00,3-2,16,10,bet 365,5.0,3.6,1.66,18.52,25.72,55.77,92.58,6,3.6,1.72,16.25,27.08,56.68,97.48,1.07,0.98,0.94
1552153,布莱顿,曼彻斯特联,2018-08-19 23:00,3-2,16,10,威廉希尔,4.8,3.8,1.7,19.66,24.83,55.51,94.36,5,3.5,1.73,18.8,26.86,54.34,94.01,0.9,0.95,0.95
1552153,布莱顿,曼彻斯特联,2018-08-19 23:00,3-2,16,10,立博,4.75,3.4,1.8,19.86,27.74,52.4,94.32,5.5,3.5,1.7,17.22,27.06,55.72,94.72,0.99,0.95,0.93
1552153,布莱顿,曼彻斯特联,2018-08-19 23:00,3-2,16,10,伟德,5.25,3.3,1.75,17.89,28.46,53.66,93.9,6,3.6,1.73,16.3,27.17,56.53,97.8,1.07,0.98,0.95
1552157,水晶宫,利物浦,2018-08-21 03:00,0-2,8,7,bet 365,6.0,4.0,1.53,15.57,23.36,61.07,93.44,8,5.25,1.4,12.14,18.5,69.36,97.11,1.04,1.01,0.95
1552157,水晶宫,利物浦,2018-08-21 03:00,0-2,8,7,威廉希尔,5.5,4.33,1.55,17.19,21.83,60.98,94.52,7.5,5,1.36,12.48,18.72,68.81,93.58,0.97,0.96,0.92
1552157,水晶宫,利物浦,2018-08-21 03:00,0-2,8,7,立博,6.5,4.4,1.44,14.3,21.13,64.57,92.97,8,5.2,1.4,12.12,18.64,69.24,96.94,1.04,1.0,0.95
1552157,水晶宫,利物浦,2018-08-21 03:00,0-2,8,7,伟德,6.0,4.0,1.62,16.12,24.18,59.7,96.72,8,5.2,1.4,12.12,18.64,69.24,96.94,1.04,1.0,0.95
1552172,狼队,曼彻斯特城,2018-08-25 19:30,1-1,14,1,bet 365,11.0,7.0,1.2,8.52,13.39,78.09,93.71,12,5.75,1.3,8.12,16.94,74.94,97.42,1.05,0.92,0.98
1552172,狼队,曼彻斯特城,2018-08-25 19:30,1-1,14,1,威廉希尔,10.0,5.5,1.28,9.41,17.1,73.49,94.07,8.5,5.5,1.3,11.01,17.01,71.98,93.57,0.75,0.88,0.98
1552172,狼队,曼彻斯特城,2018-08-25 19:30,1-1,14,1,立博,13.0,5.8,1.25,7.33,16.43,76.24,95.3,11,5.25,1.3,8.65,18.13,73.22,95.18,0.97,0.84,0.98
1552172,狼队,曼彻斯特城,2018-08-25 19:30,1-1,14,1,伟德,9.5,5.5,1.33,10.13,17.5,72.37,96.25,12,5.75,1.3,8.12,16.94,74.94,97.42,1.05,0.92,0.98
1552170,南安普敦,莱切斯特城,2018-08-25 22:00,1-2,13,8,bet 365,2.37,3.2,3.0,39.52,29.27,31.22,93.65,2.35,3.3,3.4,41.61,29.63,28.76,97.78,0.95,0.99,1.01
1552170,南安普敦,莱切斯特城,2018-08-25 22:00,1-2,13,8,威廉希尔,2.15,3.25,3.5,43.94,29.07,26.99,94.47,2.3,3.3,3.1,41,28.58,30.42,94.3,0.93,0.99,0.92
1552170,南安普敦,莱切斯特城,2018-08-25 22:00,1-2,13,8,立博,2.4,3.1,3.1,39.24,30.38,30.38,94.18,2.35,3.1,3.25,40.3,30.55,29.14,94.71,0.95,0.93,0.96
1552170,南安普敦,莱切斯特城,2018-08-25 22:00,1-2,13,8,伟德,2.25,3.25,3.5,42.82,29.65,27.53,96.35,2.38,3.25,3.4,41.11,30.11,28.78,97.85,0.96,0.97,1.01
1552164,伯恩茅斯,埃弗顿,2018-08-25 22:00,2-2,6,7,bet 365,2.5,3.2,2.8,37.4,29.22,33.39,93.49,2.6,3.5,2.8,37.43,27.81,34.76,97.33,0.96,0.98,0.98
1552164,伯恩茅斯,埃弗顿,2018-08-25 22:00,2-2,6,7,威廉希尔,2.3,3.3,3.1,41.0,28.58,30.42,94.3,2.6,3.4,2.62,36.27,27.74,35.99,94.3,0.96,0.96,0.91
1552164,伯恩茅斯,埃弗顿,2018-08-25 22:00,2-2,6,7,立博,2.5,3.1,2.88,37.39,30.15,32.46,93.48,2.6,3.5,2.6,36.46,27.08,36.46,94.79,0.96,0.98,0.91
1552164,伯恩茅斯,埃弗顿,2018-08-25 22:00,2-2,6,7,伟德,2.38,3.1,3.5,40.85,31.37,27.78,97.23,2.7,3.5,2.7,36.08,27.84,36.08,97.42,1.0,0.98,0.94
1552166,哈德斯菲尔德,卡迪夫城,2018-08-25 22:00,0-0,20,16,bet 365,2.2,3.1,3.5,42.77,30.35,26.88,94.09,2.4,3,3.6,40.54,32.43,27.03,97.3,0.98,0.96,0.99
1552166,哈德斯菲尔德,卡迪夫城,2018-08-25 22:00,0-0,20,16,威廉希尔,2.2,3.2,3.4,42.83,29.45,27.72,94.24,2.4,2.9,3.25,38.97,32.25,28.78,93.53,0.98,0.92,0.89
1552166,哈德斯菲尔德,卡迪夫城,2018-08-25 22:00,0-0,20,16,立博,2.2,3.1,3.5,42.77,30.35,26.88,94.09,2.35,3,3.4,40.41,31.66,27.93,94.97,0.96,0.96,0.93
1552166,哈德斯菲尔德,卡迪夫城,2018-08-25 22:00,0-0,20,16,伟德,2.25,3.1,3.7,42.85,31.1,26.06,96.4,2.4,3,3.6,40.54,32.43,27.03,97.3,0.98,0.96,0.99
1552163,阿森纳,西汉姆联,2018-08-25 22:00,3-1,17,19,bet 365,1.44,4.5,6.5,64.87,20.76,14.37,93.41,1.36,5.5,9,71.51,17.68,10.81,97.26,0.94,1.03,1.11
1552163,阿森纳,西汉姆联,2018-08-25 22:00,3-1,17,19,威廉希尔,1.5,4.4,6.0,62.86,21.43,15.71,94.29,1.36,5,7.5,68.81,18.72,12.48,93.58,0.94,0.93,0.93
1552163,阿森纳,西汉姆联,2018-08-25 22:00,3-1,17,19,立博,1.5,4.25,6.5,63.14,22.29,14.57,94.71,1.36,5.2,8.5,70.35,18.4,11.26,95.67,0.94,0.97,1.05
1552163,阿森纳,西汉姆联,2018-08-25 22:00,3-1,17,19,伟德,1.4,4.5,8.5,67.76,21.08,11.16,94.86,1.36,5.5,8.5,71.06,17.57,11.37,96.64,0.94,1.03,1.05
1552167,利物浦,布莱顿,2018-08-26 00:30,1-0,3,12,bet 365,1.16,7.0,15.0,80.45,13.33,6.22,93.32,1.14,9,23,85.02,10.77,4.21,96.92,0.95,1.06,1.2
1552167,利物浦,布莱顿,2018-08-26 00:30,1-0,3,12,威廉希尔,1.2,7.0,12.0,78.65,13.48,7.87,94.38,1.14,8,19,83.16,11.85,4.99,94.8,0.95,0.94,0.99
1552167,利物浦,布莱顿,2018-08-26 00:30,1-0,3,12,立博,1.18,7.0,17.0,80.78,13.62,5.61,95.32,1.12,9,23,85.24,10.61,4.15,95.47,0.93,1.06,1.2
1552167,利物浦,布莱顿,2018-08-26 00:30,1-0,3,12,伟德,1.22,6.0,15.0,77.84,15.83,6.33,94.97,1.14,9,26,85.43,10.82,3.75,97.39,0.95,1.06,1.36
1552171,沃特福德,水晶宫,2018-08-26 20:30,2-1,5,10,bet 365,2.4,3.2,3.0,39.22,29.41,31.37,94.12,2.5,3.3,3.1,39,29.55,31.45,97.5,0.96,0.98,0.99
1552171,沃特福德,水晶宫,2018-08-26 20:30,2-1,5,10,威廉希尔,2.45,3.25,2.9,38.48,29.01,32.51,94.28,2.3,3.2,3.1,40.64,29.21,30.15,93.47,0.88,0.95,0.99
1552171,沃特福德,水晶宫,2018-08-26 20:30,2-1,5,10,立博,2.5,3.1,2.88,37.39,30.15,32.46,93.48,2.38,3.25,3,39.59,28.99,31.41,94.23,0.91,0.96,0.96
1552171,沃特福德,水晶宫,2018-08-26 20:30,2-1,5,10,伟德,2.4,3.1,3.3,39.98,30.95,29.07,95.94,2.4,3.3,3.3,40.74,29.63,29.63,97.78,0.92,0.98,1.05
1552165,富勒姆,伯恩利,2018-08-26 23:00,4-2,19,17,bet 365,2.4,3.1,3.1,39.24,30.38,30.38,94.18,2.2,3.25,3.8,44.33,30.01,25.66,97.52,1.01,0.95,0.95
1552165,富勒姆,伯恩利,2018-08-26 23:00,4-2,19,17,威廉希尔,2.45,3.25,2.9,38.48,29.01,32.51,94.28,2.25,3.1,3.4,41.88,30.4,27.72,94.24,1.03,0.91,0.85
1552165,富勒姆,伯恩利,2018-08-26 23:00,4-2,19,17,立博,2.35,3.1,3.2,40.12,30.41,29.46,94.29,2.2,3.2,3.4,42.83,29.45,27.72,94.24,1.01,0.93,0.85
1552165,富勒姆,伯恩利,2018-08-26 23:00,4-2,19,17,伟德,2.45,3.1,3.2,39.12,30.92,29.95,95.85,2.2,3.3,3.7,44.22,29.48,26.29,97.29,1.01,0.96,0.92
1552169,纽卡斯尔联,切尔西,2018-08-26 23:00,1-2,15,4,bet 365,4.75,3.6,1.72,19.68,25.97,54.35,93.48,6.5,4,1.6,14.95,24.3,60.75,97.2,1.13,0.97,0.93
1552169,纽卡斯尔联,切尔西,2018-08-26 23:00,1-2,15,4,威廉希尔,4.4,3.6,1.8,21.43,26.19,52.38,94.29,6.5,3.9,1.55,14.58,24.29,61.13,94.75,1.13,0.95,0.9
1552169,纽卡斯尔联,切尔西,2018-08-26 23:00,1-2,15,4,立博,4.8,3.6,1.73,19.58,26.1,54.32,93.97,6,4.2,1.53,15.75,22.5,61.76,94.49,1.04,1.02,0.89
1552169,纽卡斯尔联,切尔西,2018-08-26 23:00,1-2,15,4,伟德,4.4,3.5,1.85,21.57,27.12,51.31,94.92,6.5,4.1,1.6,15.04,23.85,61.11,97.78,1.13,1.0,0.93
1552168,曼彻斯特联,托特纳姆热刺,2018-08-28 03:00,0-3,9,6,bet 365,2.2,3.25,3.25,42.48,28.76,28.76,93.46,2.62,3.3,2.9,37.07,29.43,33.49,97.13,1.01,0.96,0.94
1552168,曼彻斯特联,托特纳姆热刺,2018-08-28 03:00,0-3,9,6,威廉希尔,2.05,3.4,3.6,46.03,27.75,26.21,94.37,2.62,3.1,3,36.79,31.09,32.13,96.38,1.01,0.91,0.97
1552168,曼彻斯特联,托特纳姆热刺,2018-08-28 03:00,0-3,9,6,立博,2.45,3.2,2.88,38.22,29.26,32.51,93.64,2.55,3.25,2.8,37.1,29.11,33.79,94.61,0.98,0.95,0.91
1552168,曼彻斯特联,托特纳姆热刺,2018-08-28 03:00,0-3,9,6,伟德,2.2,3.4,3.5,43.94,28.43,27.62,96.68,2.6,3.4,2.9,37.58,28.73,33.69,97.7,1.0,0.99,0.94
1552179,莱切斯特城,利物浦,2018-09-01 19:30,1-2,7,1,bet 365,5.0,4.2,1.6,18.81,22.4,58.79,94.06,7.5,5,1.44,12.97,19.46,67.57,97.3,1.0,1.02,0.96
1552179,莱切斯特城,利物浦,2018-09-01 19:30,1-2,7,1,威廉希尔,4.5,4.2,1.67,20.98,22.48,56.54,94.42,7,4.6,1.44,13.54,20.61,65.84,94.81,0.93,0.94,0.96
1552179,莱切斯特城,利物浦,2018-09-01 19:30,1-2,7,1,立博,7.0,4.4,1.44,13.42,21.35,65.23,93.93,7.5,4.5,1.4,12.46,20.77,66.77,93.47,1.0,0.91,0.93
1552179,莱切斯特城,利物浦,2018-09-01 19:30,1-2,7,1,伟德,4.4,3.75,1.67,20.8,24.4,54.8,91.51,7.5,4.8,1.44,12.87,20.11,67.02,96.51,1.0,0.98,0.96
