比赛索引号,主场队伍,客场队伍,比赛时间,比分,主场排名,客场排名,公司名,初盘_赔率_主,初盘_赔率_和,初盘_赔率_客,初盘_胜率_主,初盘_胜率_和,初盘_胜率_客,初盘_返还率,即盘_赔率_主,即盘_赔率_和,即盘_赔率_客,即盘_胜率_主,即盘_胜率_和,即盘_胜率_客,即盘_返还率,凯利指数_主,凯利指数_和,凯利指数_客
987100,李斯特城,愛華頓,2014-08-16 22:00,2-2,9,11,bet 365,3.0,3.5,2.25,31.34,26.87,41.79,94.02,3.1,3.4,2.45,31.48,28.7,39.83,97.59,0.96,0.99,0.98
987107,韋斯咸,熱刺,2014-08-16 22:00,0-1,19,6,伟德,3.3,3.4,2.25,29.09,28.24,42.67,96.0,3.8,3.5,2.1,25.67,27.87,46.45,97.55,0.99,0.98,0.97
987107,韋斯咸,熱刺,2014-08-16 22:00,0-1,19,6,威廉希尔,3.2,3.3,2.1,28.62,27.76,43.62,91.58,3.6,3.3,2.05,25.99,28.36,45.65,93.56,0.94,0.92,0.94
987107,韋斯咸,熱刺,2014-08-16 22:00,0-1,19,6,立博,3.3,3.3,2.1,28.0,28.0,44.0,92.4,3.75,3.4,2.05,25.43,28.05,46.52,95.36,0.98,0.95,0.94
987107,韋斯咸,熱刺,2014-08-16 22:00,0-1,19,6,bet 365,3.2,3.4,2.2,29.45,27.72,42.83,94.24,3.8,3.6,2.05,25.58,27,47.42,97.2,0.99,1.01,0.94
987098,阿仙奴,水晶宮,2014-08-17 00:30,2-1,2,14,伟德,1.3,5.2,12.0,73.62,18.4,7.98,95.71,1.286,6,13,76.15,16.32,7.53,97.93,0.96,1.02,1.04
987098,阿仙奴,水晶宮,2014-08-17 00:30,2-1,2,14,威廉希尔,1.25,5.0,10.0,72.73,18.18,9.09,90.91,1.3,5,10,71.94,18.71,9.35,93.52,0.98,0.85,0.8
987098,阿仙奴,水晶宮,2014-08-17 00:30,2-1,2,14,立博,1.3,4.8,9.0,70.66,19.14,10.21,91.86,1.28,6,11,75.21,16.04,8.75,96.27,0.96,1.02,0.88
987098,阿仙奴,水晶宮,2014-08-17 00:30,2-1,2,14,bet 365,1.33,5.0,8.5,70.3,18.7,11.0,93.5,1.3,5.75,12,74.94,16.94,8.12,97.42,0.98,0.98,0.96
987101,利物浦,修咸頓,2014-08-17 20:30,2-1,3,15,伟德,1.364,5.0,9.5,70.6,19.26,10.14,96.3,1.4,5,8.5,69.22,19.38,11.4,96.91,0.97,0.95,0.94
987101,利物浦,修咸頓,2014-08-17 20:30,2-1,3,15,威廉希尔,1.36,4.2,8.0,66.94,21.68,11.38,91.04,1.36,4.5,9,68.81,20.8,10.4,93.58,0.94,0.86,0.99
987101,利物浦,修咸頓,2014-08-17 20:30,2-1,3,15,立博,1.36,4.5,8.0,67.92,20.53,11.55,92.37,1.4,4.6,8.5,68.07,20.72,11.21,95.3,0.97,0.87,0.94
987101,利物浦,修咸頓,2014-08-17 20:30,2-1,3,15,bet 365,1.4,4.5,7.5,66.77,20.77,12.46,93.48,1.44,4.75,8.5,67.91,20.59,11.5,97.79,0.99,0.9,0.94
987103,紐卡素,曼城,2014-08-17 23:00,0-2,20,1,伟德,6.0,4.0,1.6,16.0,24.0,60.0,96.0,5.4,4.2,1.667,18.1,23.27,58.63,97.74,0.97,1.01,0.97
987103,紐卡素,曼城,2014-08-17 23:00,0-2,20,1,威廉希尔,6.0,3.8,1.5,15.2,24.0,60.8,91.2,5,3.75,1.67,18.77,25.03,56.2,93.85,0.9,0.9,0.97
987103,紐卡素,曼城,2014-08-17 23:00,0-2,20,1,立博,5.0,3.75,1.61,18.39,24.51,57.1,91.95,5,4.2,1.66,19.22,22.88,57.9,96.1,0.9,1.01,0.96
987103,紐卡素,曼城,2014-08-17 23:00,0-2,20,1,bet 365,5.0,3.75,1.66,18.71,24.94,56.35,93.55,5.75,4.33,1.61,16.95,22.51,60.54,97.46,1.04,1.04,0.93
987099,般尼,車路士,2014-08-19 03:00,1-3,英冠2,3,伟德,8.5,4.8,1.4,11.31,20.03,68.66,96.14,10,4.8,1.4,9.78,20.37,69.85,97.8,1.1,0.96,0.97
987099,般尼,車路士,2014-08-19 03:00,1-3,英冠2,3,威廉希尔,6.0,3.8,1.5,15.2,24.0,60.8,91.2,9,4.5,1.36,10.4,20.8,68.81,93.6,0.99,0.9,0.94
987099,般尼,車路士,2014-08-19 03:00,1-3,英冠2,3,立博,9.0,3.8,1.4,10.21,24.17,65.62,91.89,9,4.8,1.4,10.75,20.15,69.1,96.75,0.99,0.96,0.97
987099,般尼,車路士,2014-08-19 03:00,1-3,英冠2,3,bet 365,6.5,4.5,1.44,14.37,20.76,64.87,93.4,9,5,1.4,10.84,19.5,69.66,97.56,0.99,1.0,0.97
987108,阿士東維拉,紐卡素,2014-08-23 19:45,0-0,7,20,伟德,2.3,3.4,3.25,41.94,28.37,29.68,96.46,2.55,3.3,3.1,38.53,29.77,31.69,98.25,0.97,0.96,1.02
987108,阿士東維拉,紐卡素,2014-08-23 19:45,0-0,7,20,威廉希尔,2.2,3.2,2.8,40.43,27.8,31.77,88.95,2.62,3.1,2.8,35.96,30.39,33.65,94.22,1.0,0.9,0.92
987108,阿士東維拉,紐卡素,2014-08-23 19:45,0-0,7,20,立博,2.3,3.4,3.0,40.93,27.69,31.38,94.14,2.5,3.3,2.87,38.04,28.82,33.14,95.1,0.95,0.96,0.95
987108,阿士東維拉,紐卡素,2014-08-23 19:45,0-0,7,20,bet 365,2.3,3.4,3.0,40.93,27.69,31.38,94.14,2.5,3.4,3,38.93,28.63,32.44,97.33,0.95,0.99,0.99
987116,史雲斯,般尼,2014-08-23 22:00,1-0,5,19,伟德,1.8,3.6,4.8,53.33,26.67,20.0,95.99,1.7,3.8,5.5,56.93,25.47,17.6,96.78,0.97,0.95,0.94
987116,史雲斯,般尼,2014-08-23 22:00,1-0,5,19,威廉希尔,1.8,3.3,3.75,49.37,26.93,23.7,88.87,1.7,3.5,5.5,55.72,27.06,17.22,94.72,0.97,0.88,0.94
987116,史雲斯,般尼,2014-08-23 22:00,1-0,5,19,立博,1.75,3.6,4.8,54.03,26.27,19.7,94.55,1.66,3.75,5,56.35,24.94,18.71,93.54,0.95,0.94,0.85
987116,史雲斯,般尼,2014-08-23 22:00,1-0,5,19,bet 365,1.8,3.6,4.33,52.2,26.1,21.7,93.96,1.7,3.9,5.5,57.31,24.98,17.71,97.43,0.97,0.98,0.94
987114,修咸頓,西布朗,2014-08-23 22:00,0-0,13,12,伟德,1.727,3.8,5.0,55.56,25.25,19.19,95.95,1.727,3.8,5.5,56.55,25.7,17.76,97.66,0.92,0.99,1.1
987114,修咸頓,西布朗,2014-08-23 22:00,0-0,13,12,威廉希尔,1.73,3.25,4.2,51.43,27.38,21.19,88.97,1.73,3.5,5,54.34,26.86,18.8,94.01,0.92,0.91,1.0
987114,修咸頓,西布朗,2014-08-23 22:00,0-0,13,12,立博,1.8,3.5,4.5,52.24,26.87,20.9,94.03,1.72,3.5,5,54.48,26.77,18.74,93.71,0.91,0.91,1.0
987114,修咸頓,西布朗,2014-08-23 22:00,0-0,13,12,bet 365,1.8,3.6,4.33,52.2,26.1,21.7,93.96,1.7,3.9,5.5,57.31,24.98,17.71,97.43,0.9,1.01,1.1
987110,水晶宮,韋斯咸,2014-08-23 22:00,1-3,15,18,伟德,2.375,3.25,3.25,40.63,29.69,29.69,96.5,2.6,3.25,3,37.5,30,32.5,97.5,1.01,0.98,0.93
987110,水晶宮,韋斯咸,2014-08-23 22:00,1-3,15,18,威廉希尔,2.25,3.2,2.75,39.66,27.89,32.45,89.24,2.5,3.1,3,37.88,30.55,31.57,94.7,0.98,0.93,0.93
987110,水晶宮,韋斯咸,2014-08-23 22:00,1-3,15,18,立博,2.3,3.2,3.2,41.03,29.49,29.49,94.37,2.5,3.1,3,37.88,30.55,31.57,94.7,0.98,0.93,0.93
987110,水晶宮,韋斯咸,2014-08-23 22:00,1-3,15,18,bet 365,2.4,3.4,2.8,39.02,27.54,33.44,93.65,2.55,3.3,3,38.13,29.46,32.41,97.23,0.99,0.99,0.93
987109,車路士,李斯特城,2014-08-23 22:00,2-0,1,9,伟德,1.2,6.5,13.0,78.31,14.46,7.23,93.97,1.222,6.5,17,79.37,14.92,5.71,96.99,0.97,0.91,1.19
987109,車路士,李斯特城,2014-08-23 22:00,2-0,1,9,威廉希尔,1.17,5.5,11.0,75.81,16.13,8.06,88.7,1.2,6,15,78.12,15.63,6.25,93.74,0.95,0.84,1.05
987109,車路士,李斯特城,2014-08-23 22:00,2-0,1,9,立博,1.16,7.0,15.0,80.45,13.33,6.22,93.32,1.22,6,13,77.09,15.68,7.23,94.05,0.96,0.84,0.91
987109,車路士,李斯特城,2014-08-23 22:00,2-0,1,9,bet 365,1.2,7.0,11.0,78.09,13.39,8.52,93.71,1.2,7.5,17,81.26,13,5.74,97.51,0.95,1.05,1.19
987111,愛華頓,阿仙奴,2014-08-24 00:30,2-2,10,4,伟德,2.7,3.3,2.75,35.71,29.22,35.06,96.42,2.75,3.4,2.75,35.6,28.8,35.6,97.9,0.96,0.99,0.99
987111,愛華頓,阿仙奴,2014-08-24 00:30,2-2,10,4,威廉希尔,2.37,3.1,2.62,37.47,28.64,33.89,88.8,2.7,3.1,2.7,34.83,30.34,34.83,94.04,0.95,0.9,0.97
987111,愛華頓,阿仙奴,2014-08-24 00:30,2-2,10,4,立博,2.62,3.3,2.62,35.79,28.42,35.79,93.77,2.62,3.25,2.75,36.25,29.22,34.53,94.97,0.92,0.94,0.99
987111,愛華頓,阿仙奴,2014-08-24 00:30,2-2,10,4,bet 365,2.6,3.4,2.6,36.17,27.66,36.17,94.04,2.62,3.4,2.87,37.27,28.72,34.02,97.65,0.92,0.99,1.03
987117,熱刺,昆士柏流浪,2014-08-24 20:30,4-0,8,17,伟德,1.444,4.4,8.5,66.75,21.91,11.34,96.39,1.6,4.1,6.5,61.11,23.85,15.04,97.78,1.02,0.9,0.91
987117,熱刺,昆士柏流浪,2014-08-24 20:30,4-0,8,17,威廉希尔,1.44,3.75,6.0,61.58,23.65,14.78,88.68,1.5,4,7,62.92,23.6,13.48,94.38,0.96,0.88,0.98
987117,熱刺,昆士柏流浪,2014-08-24 20:30,4-0,8,17,立博,1.44,4.33,7.0,65.01,21.62,13.37,93.61,1.57,4,6.5,61.2,24.02,14.78,96.08,1.0,0.88,0.91
987117,熱刺,昆士柏流浪,2014-08-24 20:30,4-0,8,17,bet 365,1.53,4.0,6.0,61.07,23.36,15.57,93.44,1.57,4.2,6.5,61.91,23.14,14.95,97.2,1.0,0.92,0.91
987112,侯城,史篤城,2014-08-24 20:30,1-1,9,18,伟德,2.3,3.25,3.3,41.59,29.43,28.98,95.66,2.5,3.1,3.3,39,31.45,29.55,97.5,0.98,0.93,1.02
987112,侯城,史篤城,2014-08-24 20:30,1-1,9,18,威廉希尔,2.2,3.2,2.8,40.43,27.8,31.77,88.95,2.5,3,3,37.5,31.25,31.25,93.75,0.98,0.9,0.93
987112,侯城,史篤城,2014-08-24 20:30,1-1,9,18,立博,2.3,3.2,3.2,41.03,29.49,29.49,94.37,2.5,3.2,3.1,38.64,30.19,31.16,96.6,0.98,0.96,0.96
987112,侯城,史篤城,2014-08-24 20:30,1-1,9,18,bet 365,2.25,3.25,3.2,41.75,28.9,29.35,93.94,2.45,3.2,3.25,39.69,30.39,29.92,97.24,0.96,0.96,1.01
987115,新特蘭,曼聯,2014-08-24 23:00,1-1,12,16,伟德,4.6,3.7,1.8,20.84,25.91,53.25,95.86,5.5,4.1,1.667,17.73,23.78,58.49,97.51,1.05,1.03,0.92
987115,新特蘭,曼聯,2014-08-24 23:00,1-1,12,16,威廉希尔,3.75,3.3,1.8,23.7,26.93,49.37,88.88,5.5,3.75,1.61,17,24.93,58.07,93.5,1.05,0.94,0.89
987115,新特蘭,曼聯,2014-08-24 23:00,1-1,12,16,立博,4.5,3.75,1.72,20.76,24.92,54.32,93.42,5.5,4,1.66,17.58,24.17,58.25,96.69,1.05,1.0,0.91
987115,新特蘭,曼聯,2014-08-24 23:00,1-1,12,16,bet 365,4.33,3.6,1.8,21.7,26.1,52.2,93.96,5.5,4.2,1.65,17.72,23.21,59.07,97.46,1.05,1.05,0.91
987113,曼城,利物浦,2014-08-26 03:00,3-1,7,9,伟德,1.95,3.6,3.8,48.67,26.36,24.97,94.91,1.85,3.9,4.4,52.78,25.03,22.19,97.64,0.94,1.01,1.01
987113,曼城,利物浦,2014-08-26 03:00,3-1,7,9,威廉希尔,1.91,3.25,3.4,46.52,27.34,26.14,88.85,1.85,3.7,4,50.96,25.48,23.57,94.28,0.94,0.96,0.92
987113,曼城,利物浦,2014-08-26 03:00,3-1,7,9,立博,1.9,3.6,3.8,49.32,26.03,24.66,93.71,1.85,3.8,4.2,51.89,25.26,22.85,96,0.94,0.99,0.97
987113,曼城,利物浦,2014-08-26 03:00,3-1,7,9,bet 365,1.9,3.5,3.9,49.26,26.74,24.0,93.59,1.85,3.9,4.33,52.59,24.95,22.47,97.29,0.94,1.01,1.0
987119,般尼,曼聯,2014-08-30 19:45,0-0,19,13,伟德,6.25,4.0,1.6,15.46,24.15,60.39,96.62,6.5,4.1,1.6,15.04,23.85,61.11,97.76,1.04,0.98,0.96
987119,般尼,曼聯,2014-08-30 19:45,0-0,19,13,威廉希尔,5.0,3.5,1.57,17.81,25.45,56.74,89.05,6.5,3.75,1.57,14.55,25.22,60.23,94.58,1.04,0.9,0.94
987119,般尼,曼聯,2014-08-30 19:45,0-0,19,13,立博,6.0,4.2,1.45,15.23,21.76,63.02,91.38,6.5,4,1.57,14.78,24.02,61.2,96.07,1.04,0.96,0.94
987119,般尼,曼聯,2014-08-30 19:45,0-0,19,13,bet 365,5.5,4.0,1.57,17.01,23.39,59.6,93.56,6.5,4.2,1.57,14.95,23.14,61.91,97.17,1.04,1.01,0.94
987125,史雲斯,西布朗,2014-08-30 22:00,3-0,4,12,伟德,1.87,3.4,4.5,50.88,27.98,21.14,95.15,2,3.4,4.333,48.79,28.7,22.52,97.58,1.02,0.92,0.95
987125,史雲斯,西布朗,2014-08-30 22:00,3-0,4,12,威廉希尔,1.8,3.4,3.6,49.28,26.09,24.64,88.7,2,3.2,4.2,47.59,29.75,22.66,95.18,1.02,0.86,0.92
987125,史雲斯,西布朗,2014-08-30 22:00,3-0,4,12,立博,1.85,3.3,3.75,48.69,27.29,24.02,90.08,1.85,3.6,4.5,51.95,26.7,21.36,96.11,0.94,0.97,0.99
987125,史雲斯,西布朗,2014-08-30 22:00,3-0,4,12,bet 365,1.85,3.5,4.2,50.79,26.84,22.37,93.96,1.95,3.6,4.2,49.85,27,23.15,97.21,0.99,0.97,0.92
987122,曼城,史篤城,2014-08-30 22:00,0-1,3,15,伟德,1.2,6.5,15.0,79.08,14.6,6.33,94.9,1.222,7,13,78.83,13.76,7.41,96.33,0.98,0.98,0.78
987122,曼城,史篤城,2014-08-30 22:00,0-1,3,15,威廉希尔,1.14,6.0,12.0,77.82,14.79,7.39,88.71,1.2,6,15,78.12,15.63,6.25,93.74,0.96,0.84,0.9
987122,曼城,史篤城,2014-08-30 22:00,0-1,3,15,立博,1.15,7.0,15.0,80.58,13.24,6.18,92.67,1.22,6.5,15,78.8,14.79,6.41,96.14,0.98,0.91,0.9
987122,曼城,史篤城,2014-08-30 22:00,0-1,3,15,bet 365,1.18,7.0,13.0,79.41,13.39,7.21,93.7,1.22,7,15,79.64,13.88,6.48,97.16,0.98,0.98,0.9
987123,紐卡素,水晶宮,2014-08-30 22:00,3-3,17,18,伟德,2.0,2.875,3.9,45.28,31.5,23.22,90.56,1.667,3.8,6,58.26,25.56,16.19,97.12,0.9,1.03,1.14
987123,紐卡素,水晶宮,2014-08-30 22:00,3-3,17,18,威廉希尔,1.83,3.3,3.6,48.48,26.88,24.64,88.72,1.7,3.4,5.5,55.28,27.64,17.09,93.98,0.92,0.92,1.05
987123,紐卡素,水晶宮,2014-08-30 22:00,3-3,17,18,立博,1.72,3.3,4.5,52.54,27.38,20.08,90.37,1.75,3.6,5,54.46,26.48,19.06,95.3,0.95,0.97,0.95
987123,紐卡素,水晶宮,2014-08-30 22:00,3-3,17,18,bet 365,1.83,3.5,4.33,51.4,26.88,21.72,94.06,1.7,3.8,5.75,57.37,25.67,16.96,97.53,0.92,1.03,1.09
987127,韋斯咸,修咸頓,2014-08-30 22:00,1-3,8,14,伟德,2.5,3.3,2.9,38.17,28.92,32.91,95.42,3.3,3.3,2.4,29.63,29.63,40.74,97.78,1.16,0.96,0.86
987127,韋斯咸,修咸頓,2014-08-30 22:00,1-3,8,14,威廉希尔,2.2,3.2,2.8,40.43,27.8,31.77,88.95,3,3.1,2.45,31.33,30.32,38.36,93.99,1.05,0.9,0.88
987127,韋斯咸,修咸頓,2014-08-30 22:00,1-3,8,14,立博,2.25,3.2,2.87,40.21,28.27,31.52,90.47,2.9,3.25,2.4,32.25,28.78,38.97,93.53,1.02,0.94,0.86
987127,韋斯咸,修咸頓,2014-08-30 22:00,1-3,8,14,bet 365,2.6,3.2,2.75,36.26,29.46,34.28,94.28,3.3,3.3,2.4,29.63,29.63,40.74,97.78,1.16,0.96,0.86
987124,昆士柏流浪,新特蘭,2014-08-30 22:00,1-0,20,11,伟德,2.55,3.2,2.9,37.37,29.78,32.86,95.29,2.55,3.2,3.125,38.27,30.5,31.23,97.59,0.99,0.96,0.97
987124,昆士柏流浪,新特蘭,2014-08-30 22:00,1-0,20,11,威廉希尔,2.25,3.2,2.75,39.66,27.89,32.45,89.24,2.6,3,3,36.59,31.71,31.71,95.13,1.01,0.9,0.93
987124,昆士柏流浪,新特蘭,2014-08-30 22:00,1-0,20,11,立博,2.3,3.1,2.85,39.23,29.11,31.66,90.23,2.5,3.25,3,38.42,29.56,32.02,96.05,0.98,0.98,0.93
987124,昆士柏流浪,新特蘭,2014-08-30 22:00,1-0,20,11,bet 365,2.6,3.2,2.75,36.26,29.46,34.28,94.28,2.55,3.3,3,38.13,29.46,32.41,97.23,0.99,0.99,0.93
987120,愛華頓,車路士,2014-08-31 00:30,3-6,10,2,伟德,3.125,3.25,2.45,30.89,29.7,39.4,96.53,4.333,3.5,1.952,22.43,27.77,49.8,97.19,1.17,0.98,0.88
987120,愛華頓,車路士,2014-08-31 00:30,3-6,10,2,威廉希尔,2.62,3.1,2.37,33.89,28.64,37.47,88.79,4,3.3,1.95,23.46,28.43,48.11,93.84,1.08,0.92,0.88
987120,愛華頓,車路士,2014-08-31 00:30,3-6,10,2,立博,3.2,3.3,2.05,28.32,27.46,44.21,90.62,4.2,3.5,1.95,22.97,27.56,49.47,96.47,1.13,0.98,0.88
987120,愛華頓,車路士,2014-08-31 00:30,3-6,10,2,bet 365,3.4,3.4,2.1,27.63,27.63,44.74,93.94,4.33,3.6,1.95,22.61,27.19,50.2,97.9,1.17,1.01,0.88
987126,熱刺,利物浦,2014-08-31 20:30,0-3,3,11,伟德,2.75,3.5,2.55,34.91,27.43,37.65,96.01,2.75,3.6,2.625,35.57,27.17,37.26,97.81,0.99,1.01,0.95
987126,熱刺,利物浦,2014-08-31 20:30,0-3,3,11,威廉希尔,2.62,3.2,2.3,33.81,27.68,38.51,88.58,2.75,3.2,2.62,34.38,29.54,36.08,94.53,0.99,0.9,0.94
987126,熱刺,利物浦,2014-08-31 20:30,0-3,3,11,立博,2.5,3.4,2.4,36.01,26.48,37.51,90.03,2.7,3.4,2.7,35.79,28.42,35.79,96.63,0.97,0.95,0.97
987126,熱刺,利物浦,2014-08-31 20:30,0-3,3,11,bet 365,2.7,3.4,2.5,34.79,27.63,37.58,93.94,2.75,3.6,2.62,35.54,27.15,37.31,97.74,0.99,1.01,0.94
987118,阿士東維拉,侯城,2014-08-31 20:30,2-1,8,7,伟德,2.1,3.4,3.7,45.76,28.26,25.97,96.1,2.55,3,3.3,38.13,32.41,29.46,97.23,1.07,0.9,0.93
987118,阿士東維拉,侯城,2014-08-31 20:30,2-1,8,7,威廉希尔,2.0,3.2,3.2,44.44,27.78,27.78,88.89,2.5,3,3.1,37.88,31.57,30.55,94.7,1.05,0.9,0.87
987118,阿士東維拉,侯城,2014-08-31 20:30,2-1,8,7,立博,2.05,3.2,3.3,44.21,28.32,27.46,90.63,2.37,3.25,3.25,40.68,29.66,29.66,96.4,0.99,0.97,0.92
987118,阿士東維拉,侯城,2014-08-31 20:30,2-1,8,7,bet 365,2.15,3.3,3.4,43.79,28.53,27.69,94.14,2.5,3,3.1,37.88,31.57,30.55,94.7,1.05,0.9,0.87
987121,李斯特城,阿仙奴,2014-08-31 23:00,1-1,18,6,伟德,4.6,3.75,1.8,20.91,25.65,53.44,96.19,4.3,3.6,1.952,22.74,27.16,50.1,97.79,0.91,0.94,1.03
987121,李斯特城,阿仙奴,2014-08-31 23:00,1-1,18,6,威廉希尔,3.75,3.3,1.8,23.7,26.93,49.37,88.87,4,3.75,1.85,23.65,25.22,51.13,94.59,0.85,0.98,0.97
987121,李斯特城,阿仙奴,2014-08-31 23:00,1-1,18,6,立博,4.33,3.8,1.65,20.99,23.92,55.09,90.9,4.5,3.6,1.83,21.24,26.54,52.22,95.56,0.96,0.94,0.96
987121,李斯特城,阿仙奴,2014-08-31 23:00,1-1,18,6,bet 365,4.2,3.75,1.8,22.46,25.15,52.4,94.31,4.5,3.75,1.85,21.59,25.9,52.51,97.14,0.96,0.98,0.97
987128,阿仙奴,曼城,2014-09-13 19:45,2-2,7,4,伟德,2.45,3.4,3.0,39.41,28.4,32.19,96.55,2.6,3.25,3,37.5,30,32.5,97.5,0.86,0.91,1.17
987128,阿仙奴,曼城,2014-09-13 19:45,2-2,7,4,威廉希尔,2.75,3.6,2.4,34.37,26.25,39.38,94.52,2.62,3,2.87,35.89,31.34,32.76,94.03,0.86,0.84,1.12
987128,阿仙奴,曼城,2014-09-13 19:45,2-2,7,4,立博,2.4,3.4,2.5,37.51,26.48,36.01,90.02,2.6,3.3,2.87,37.12,29.25,33.63,96.51,0.86,0.92,1.12
987128,阿仙奴,曼城,2014-09-13 19:45,2-2,7,4,bet 365,2.75,3.3,2.5,34.09,28.41,37.5,93.75,2.6,3.4,2.9,37.58,28.73,33.69,97.71,0.86,0.95,1.13
987134,修咸頓,紐卡素,2014-09-13 22:00,4-0,8,15,伟德,2.1,3.4,3.7,45.76,28.26,25.97,96.1,1.75,3.7,5.5,55.83,26.41,17.76,97.7,0.93,0.96,1.1
987134,修咸頓,紐卡素,2014-09-13 22:00,4-0,8,15,威廉希尔,1.91,3.5,4.0,49.43,26.97,23.6,94.41,1.75,3.4,5,53.63,27.6,18.77,93.85,0.93,0.88,1.0
987134,修咸頓,紐卡素,2014-09-13 22:00,4-0,8,15,立博,2.1,3.25,3.3,43.81,28.31,27.88,92.0,1.75,3.6,5,54.46,26.48,19.06,95.3,0.93,0.94,1.0
987134,修咸頓,紐卡素,2014-09-13 22:00,4-0,8,15,bet 365,2.0,3.5,3.6,47.01,26.87,26.12,94.02,1.75,3.8,5.25,55.75,25.67,18.58,97.56,0.93,0.99,1.05
987137,西布朗,愛華頓,2014-09-13 22:00,0-2,18,17,伟德,3.3,3.3,2.3,29.11,29.11,41.77,96.06,3.4,3.4,2.3,28.75,28.75,42.5,97.75,0.95,0.95,1.01
